Genes	E14tg2a-120h 1A	E14tg2a-120h 1B	E14tg2a-120h 1C	E14tg2a-120h 1D	E14tg2a-120h 1E	E14tg2a-120h 1F	E14tg2a-120h 1G	E14tg2a-120h 1H	E14tg2a-120h 2A	E14tg2a-120h 2B	E14tg2a-120h 2C	E14tg2a-120h 2D	E14tg2a-120h 2E	E14tg2a-120h 2F	E14tg2a-120h 2G	E14tg2a-120h 2H	E14tg2a-120h 3A	E14tg2a-120h 3B	E14tg2a-120h 3C	E14tg2a-120h 3D	E14tg2a-120h 3E	E14tg2a-120h 3F	E14tg2a-120h 3G	E14tg2a-120h 3H	E14tg2a-120h 4A	E14tg2a-120h 4B	E14tg2a-120h 4C	E14tg2a-120h 4D	E14tg2a-120h 4E	E14tg2a-120h 4F	E14tg2a-120h 4G	E14tg2a-120h 4H	E14tg2a-120h 5A	E14tg2a-120h 5B	E14tg2a-120h 5C	E14tg2a-120h 5D	E14tg2a-120h 5E	E14tg2a-120h 5F	E14tg2a-120h 5G	E14tg2a-120h 5H	E14tg2a-120h 6A	E14tg2a-120h 6B	E14tg2a-120h 6C	E14tg2a-120h 6D	E14tg2a-120h 6E	E14tg2a-120h 6F	E14tg2a-120h 6G	E14tg2a-120h 6H	R1-120h 1A	R1-120h 1B	R1-120h 1C	R1-120h 1D	R1-120h 1E	R1-120h 1F	R1-120h 1G	R1-120h 1H	R1-120h 2A	R1-120h 2B	R1-120h 2C	R1-120h 2D	R1-120h 2E	R1-120h 2F	R1-120h 2G	R1-120h 2H	R1-120h 3A	R1-120h 3B	R1-120h 3C	R1-120h 3D	R1-120h 3E	R1-120h 3F	R1-120h 3G	R1-120h 3H	R1-120h 4A	R1-120h 4B	R1-120h 4C	R1-120h 4D	R1-120h 4E	R1-120h 4F	R1-120h 4G	R1-120h 4H	R1-120h 5A	R1-120h 5B	R1-120h 5C	R1-120h 5D	R1-120h 5E	R1-120h 5F	R1-120h 5G	R1-120h 5H	R1-120h 6A	R1-120h 6B	R1-120h 6C	R1-120h 6D	R1-120h 6E	R1-120h 6F	R1-120h 6G	R1-120h 6H
Prmt7	18.68438066	19.32932541	16.69673488	18.64848167	16.54613123	16.36920339	16.37934364	18.74660377	17.37571164	18.96106888	16.52738693	17.40875451	999	18.72065224	999	16.8171602	18.92584564	17.90444573	18.09665868	999	19.09871286	999	999	19.35835851	19.01970301	999	18.75024855	18.0172025	18.78159253	17.5483045	999	999	18.85797649	17.63957301	17.16066501	18.20693249	19.41542541	17.17042968	19.08361174	17.06430234	18.27194652	999	999	17.46224435	18.97722248	999	17.87590247	17.56696372	20.89209204	16.28247197	17.79765104	16.66586522	16.09326637	17.81826243	17.00996276	17.23277143	17.53014588	17.52543372	17.84544209	15.95407335	18.001751	16.70962981	17.38539934	17.96326525	17.0719016	17.50086786	17.6358677	20.64869671	17.94176476	999	19.37319886	18.91525127	999	999	16.20998288	16.57484198	17.55411246	999	16.66211187	18.29251911	17.83773823	16.99947139	16.56129309	18.58225546	999	16.13885804	17.854691	18.37525474	999	17.17725546	18.15226437	16.54512473	16.51849368	17.64795419	17.09888142	19.13548143
Ptpn11	15.30321403	999	16.45298545	16.04168012	16.27234925	16.66187037	14.51678403	17.67275808	16.19878881	16.85034328	14.64860322	17.68758826	15.65509736	15.94653836	999	16.48071796	14.50726038	16.54130545	999	17.54919142	15.91038086	15.34748021	19.43203996	17.50839982	16.08464973	16.85015664	17.59907779	14.88038933	16.52941766	17.69312877	15.27376583	16.37739724	15.5686469	14.7140556	15.88821946	16.42063353	15.29215539	15.32341419	17.59295563	15.10316443	999	999	999	15.59310003	16.493066	17.38424713	15.36847639	16.06124734	999	15.46253552	16.80798738	15.81047566	18.09258183	15.59167921	15.89070404	999	16.47182158	14.77965251	15.01095205	15.03665453	14.07696853	15.43952212	16.18513119	16.64977477	15.72651702	15.93134637	15.67968482	15.53964542	15.34109095	19.52021377	15.94697143	15.35203625	16.32727125	15.255062	15.52779202	15.63496983	16.61276959	999	15.19458565	15.9430274	16.61149769	16.05663001	15.43936975	999	999	15.83505084	16.51127859	17.46959523	999	17.595688	15.65218134	14.76219639	16.32231572	15.2927924	15.96989922	15.53184855
Rai1	16.47318425	19.21777115	16.96716897	999	16.31982528	16.37696299	14.30282006	16.98417219	16.34597813	18.02043485	15.09471458	16.87704575	18.60274286	17.24604786	999	15.95945849	15.29270481	16.89329451	17.77843564	18.04860483	16.31930548	16.11609096	999	17.05164975	16.85883145	17.24572486	17.54812001	16.55550555	17.28308438	18.2044777	15.63683957	17.63050022	17.18533303	16.36141685	16.58446582	18.73349479	15.74893991	15.37497574	18.15130382	17.8008618	18.60626706	17.95737107	999	16.89094812	17.04805898	17.22060192	18.25493297	16.95106247	999	15.8625944	16.20993139	16.47885839	16.97361054	17.49445825	15.90150468	18.13103091	16.29436959	15.92599915	17.84203517	15.72672213	17.14680277	16.13117371	18.44277705	16.55801402	999	17.68123612	16.31832521	999	18.16847943	15.55999273	17.26214981	17.36573538	18.47743044	19.23333687	15.74472835	18.49233062	17.85869731	999	17.43367782	999	17.20459252	999	16.24381897	999	18.28677898	16.53978038	999	999	999	16.52803752	17.3727344	17.44782627	999	18.31454527	16.34581199	17.15113561
Rcc1	15.9232393	999	18.21634903	17.07088723	16.68746189	16.62692514	16.32371248	17.23686696	17.02513354	17.5632264	16.20778295	18.1066353	16.94193141	17.74447959	999	17.18844162	16.02439249	18.27113374	18.6196316	999	18.62350169	16.10208001	17.11576504	16.52046712	17.71495547	18.50832578	17.50965005	18.64226672	18.62834489	18.68038876	16.36426879	18.78987199	17.37884753	16.21964407	18.56809266	18.00061493	17.04857691	18.03935767	17.30977785	17.65680553	999	999	999	17.55277971	17.35711707	18.44315196	18.62946346	16.98993506	18.35705754	17.58257764	18.65159609	16.04744153	17.52122487	19.49851179	16.8809133	999	17.00035985	999	16.70635336	17.6156631	16.21197535	17.92794769	999	16.96053187	18.66210619	999	17.04024108	17.60249181	17.7544488	999	17.89513497	16.52845745	19.42770911	18.10997508	16.77600041	17.944347	17.50318678	999	18.03611937	999	17.73106836	16.95057992	17.76216077	999	999	18.44348462	18.43843164	18.04158437	999	18.55542423	999	16.2162336	17.73733438	18.68456291	18.50404953	17.1739429
Rest	14.83137859	15.62260925	16.36517645	15.18054548	15.10997378	14.81967944	14.52793464	16.08485888	17.03324371	15.42833436	14.47317049	16.98590233	16.67336502	15.82434973	999	15.51249316	14.57274432	999	16.56733856	999	15.21530272	16.1623102	15.26622077	16.06092753	15.15358807	17.36581076	15.22173776	16.58562686	16.44433648	15.99062491	14.97928047	15.4474494	15.19077853	15.68017668	16.24071393	15.25739534	15.12760172	15.8313821	16.81326143	17.19425596	15.75485112	999	999	15.36965578	15.57942629	999	16.97649102	15.36259747	18.85310551	14.4534787	16.29059052	14.12830216	14.96232779	13.93610227	14.96230503	14.60653383	14.49655428	15.0795449	14.01580361	14.88475771	14.70626268	13.90461009	13.92063942	15.19323568	14.91513321	14.83840275	14.77965712	14.71236487	15.19651597	15.15045978	15.53917076	14.99312709	14.65521385	14.64759021	15.1284644	14.75042004	15.69449896	18.21581399	14.31094326	14.9587498	16.41138164	13.94285308	14.97649117	15.31372962	999	14.82195668	13.88030215	13.70705746	999	15.04662375	15.84681941	13.65918409	16.03760583	14.23217444	14.03691293	14.70574954
Sall4	17.17584098	16.26442659	999	13.97774748	15.23532637	16.3985466	14.33495824	16.78084806	16.7154124	999	15.40607412	17.49892273	16.49768784	15.9942278	999	999	14.87202131	16.36547514	17.67396963	16.94508937	16.50187446	18.03168892	999	16.57331133	16.45747866	16.75483785	15.64584398	16.85629918	16.91435425	17.54276999	15.10656765	16.03272586	17.52445561	14.85894192	18.07230596	13.9526116	15.32740381	15.87901508	16.33215084	14.96764606	999	999	999	15.8795141	17.94652762	18.09773441	17.4150499	15.06281951	20.90490019	15.63544057	16.60903637	14.92296058	14.87881491	14.86001275	15.51476267	14.82968859	15.96516734	17.0155226	15.62395205	17.28575472	15.74440983	15.81817594	15.26143503	15.59594212	13.76715523	14.9776911	13.91479967	16.13967971	18.36373753	16.82951226	16.15655263	14.56957486	15.77906736	16.04276235	15.15146182	13.79304501	17.23011964	999	14.76550985	15.71269352	999	13.24993483	14.44012821	15.91342938	999	15.55925354	14.53030644	14.22168869	999	16.25892774	16.3351708	14.71062478	15.79894912	15.58047355	16.21408852	15.90301915
Setdb1	18.13640736	20.88236155	19.03264366	17.6819871	17.18581723	18.12183697	17.19487131	18.64479437	18.55270406	18.73789917	18.74266401	18.43244317	17.91296234	18.19547262	999	17.6251677	18.06155751	999	19.6021329	20.78127051	17.68110547	18.03645304	18.97119585	18.58617779	18.69258688	18.76574116	20.24229875	17.84160481	17.48890434	18.40317611	18.6399689	999	19.47009431	18.10922888	18.06932418	20.92540196	18.9365504	17.93973893	17.86079983	17.75210784	19.15533011	999	999	17.4134543	19.42202164	19.89044755	18.83102418	16.95141149	999	19.73972534	21.21835057	17.7503503	16.68051367	16.76615697	18.81823654	18.68838599	17.69964089	17.8455533	18.05721792	18.32470076	19.36195611	17.65405201	18.91099663	18.29894189	17.28323941	18.58821539	17.56917977	17.74912842	18.34246603	18.78806341	18.43352316	17.86294968	19.92751272	17.4961119	17.56141269	17.99682562	18.81402821	999	17.86903771	18.69497072	19.82734855	18.72500131	18.85609628	19.98376601	999	19.47772965	18.60653457	17.42837072	20.85722695	17.83137478	19.3963433	17.04407277	19.64572316	18.91393027	18.67203387	18.27222141
Smad1	16.40736347	17.79681518	17.31022373	17.13123058	16.59572611	16.41573834	15.62592052	17.0643037	17.99445856	17.26555461	15.58779333	17.00757085	17.31409211	17.41014037	999	16.43267243	16.83362085	15.7250128	18.03462471	18.6236142	16.60855239	16.28471297	16.31979897	16.17269847	16.45467685	16.97587677	16.12383148	15.96384132	17.94137583	15.87648962	16.12072483	17.72091448	17.25512747	999	17.14343025	18.91969821	16.9743957	999	16.91076186	16.65932278	17.68789279	999	999	15.89230076	16.52769385	16.7819301	16.44412374	16.34142558	17.79657733	16.04153529	17.55386054	16.25848765	16.49611138	15.91233873	17.68861038	16.86966925	18.75496129	17.80719329	19.05528637	16.03153189	15.03686936	17.11291336	17.2871218	16.75651991	16.90447004	16.86812693	17.18544465	18.84952829	16.15981117	17.85892513	18.41777546	999	16.41021499	17.46644841	17.69616184	17.39500234	16.55187629	999	16.78077785	18.67015337	19.22045764	15.32288268	16.89786616	18.91848991	999	17.42847705	15.77964746	16.84599883	21.2929892	16.69525555	17.28395955	15.56714197	999	15.66887384	16.08435464	17.22509863
Smarca4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Smarcc1	14.18496734	14.98859858	14.9916584	15.58810796	15.00353812	14.53731872	13.38466947	14.82475177	14.8755783	14.49338885	13.41270175	15.2214785	14.36555722	14.57843285	17.85840607	14.23609356	13.76979591	14.58748588	15.24401518	14.37385814	13.71851429	13.9934447	14.84470959	14.64624467	14.50561933	14.62209191	15.07232447	14.61839288	14.47831471	13.89168151	13.96376011	14.57203812	13.29189137	15.66792399	14.39173132	16.74864703	14.25331047	15.36684168	14.76421966	13.82002604	15.78004667	999	18.72612785	13.46402935	15.84665831	14.51201761	14.26049022	13.66140969	18.88285003	14.16406607	15.44975193	14.52098487	14.81676068	14.23437579	14.83811947	14.69171594	14.83971062	14.93480134	14.48375955	14.22992802	14.22653749	14.62237809	14.26567659	15.18578305	14.57195286	14.34075419	14.58383173	13.95229981	15.77121861	14.79719331	15.60796172	14.76619941	16.54190862	14.34553533	14.25710011	16.12897322	14.86995491	999	13.41955677	15.30298375	15.94220521	14.67783178	13.32829345	19.06094008	999	14.42178556	14.63396012	13.98445876	999	15.38534562	16.62558443	14.27962359	15.14033388	15.57373108	14.39189618	15.09480436
Socs3	999	999	20.68354369	19.67898985	999	999	999	999	999	999	18.01180975	18.98669474	999	999	999	999	999	999	999	18.58493038	999	18.65351717	19.90858814	999	17.28444934	999	999	999	999	999	999	999	999	16.24758385	999	19.7680124	999	18.80360581	17.69520293	999	999	999	999	999	18.81458244	999	999	999	999	999	999	999	18.43022072	999	999	999	999	999	999	19.02466618	17.42668475	18.8655206	17.93853444	999	16.63008463	999	18.59994102	999	999	19.40416586	18.32151759	999	999	999	18.9541722	16.4382149	999	999	18.23353613	999	999	17.27866486	999	999	999	999	19.25469633	18.26395138	999	16.2491028	999	19.25771075	999	999	17.07840715	999
Sox1	999	999	999	999	30.31105456	999	999	24.87704949	999	999	999	999	999	26.11373623	999	28.74688558	999	999	999	999	999	31.98575976	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28.77555073	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	31.20326151	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Sox2	18.41047465	999	999	999	999	18.15562157	999	18.46802298	999	999	18.41136051	16.71354215	18.08288786	999	999	18.4590899	999	999	999	22.47179461	18.06499899	999	18.27315125	18.72890242	18.90316747	999	18.63591145	999	999	999	999	999	18.33846133	999	16.307288	999	17.81462632	999	19.27700364	999	999	999	999	18.99795863	17.49282233	999	999	18.92317605	999	999	999	999	999	999	999	999	999	999	999	19.4850683	999	999	18.0139791	999	999	999	18.46914474	999	999	18.99908494	999	999	999	999	999	999	18.39902083	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.83183853	999
Stat3	999	999	17.8647686	14.24045066	17.85718782	999	999	18.02706608	999	999	17.98810203	18.17625982	999	999	999	18.0892202	17.95718163	15.36345099	999	17.82737625	999	18.59563317	999	999	18.01148902	18.41687928	18.2283127	17.94693793	17.94081639	16.480631	18.15684792	17.12090609	999	15.57348984	999	18.25954851	999	15.58336865	999	999	999	999	999	18.1535368	17.88962116	999	999	999	16.47692601	17.90071822	16.16065347	17.94544896	999	16.93806662	17.20295373	17.99867379	999	16.3899428	16.3396646	15.95922367	13.35221486	999	15.45892713	17.88839118	15.66182488	999	15.81655018	18.29509215	999	999	16.45944203	999	16.49183925	16.1217675	16.461271	16.67065728	15.24297438	999	16.34538315	15.08648142	16.99320438	14.56298272	999	999	999	999	999	16.91952667	999	17.12622394	17.0349834	16.60806338	15.78211322	16.05144566	15.8445759	16.29151953
T	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Tbx3	999	999	999	18.49165121	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.94628726	999	17.63846586	999	16.29229285	999	999	999	999	999	999	999	999	999	999	999	19.13623659	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.23361784	999	999	999	999	999	999	999	999	999	999	17.55905079	999	999	999	18.63556121	999	17.32632435	999	999	999	999	999	999	999	999	16.73769658	999	999	999	999	999
Tcf7l1	14.19769511	999	18.735784	14.56405505	16.21024558	14.37914444	14.34124279	15.12561186	14.32007499	15.85147124	14.40003805	16.26256053	999	14.91369409	999	15.20735133	14.43123386	17.56254532	16.08305364	17.07974748	16.07435643	17.66434807	16.37950803	15.78473463	14.25999825	16.67938685	17.48858083	17.48376798	16.386043	15.47292488	14.18432744	15.82439158	14.86257892	14.47285983	15.4050574	15.89902333	14.52695072	15.01132032	15.46286587	14.84617886	17.29501422	999	999	15.70371191	16.86154262	999	17.70784554	17.6737835	15.10467642	15.21951138	15.65687247	13.70407973	14.34713435	13.73155927	13.5894891	12.65528236	14.84060781	14.71584383	15.64042289	15.57659793	15.02654169	14.51229266	14.59610042	15.42550129	14.45375496	13.43738327	13.5766689	15.21725752	16.02388055	14.64269165	15.01907314	15.30736425	14.66034532	13.59402738	14.14559506	15.98802169	15.93019031	999	14.071229	15.25382539	15.7188073	15.06119437	14.62836009	14.37215239	999	14.17081904	14.0898858	14.7095993	18.15072742	15.31021457	16.1296937	14.07528671	15.70778232	15.26934047	13.28953893	15.30178101
Tcl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Tgm2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.73111418	999	999	999	999	999	999	999	999	999	999	999	13.71641896	999	999	999	999	999	17.73353172	999	999	999	999	999	16.85136315	17.64912083	999	999	999	999	999	999	999	17.87776888	999	999	999	999	999	999	999	999	999	18.2096362	999	18.07466572	16.06148399	18.40492855
Trp53	15.82744963	19.98128629	20.31931445	16.30597029	16.90341887	15.58814562	15.83092961	16.34283667	16.48199774	17.9374497	16.51721069	17.54158527	17.63387669	15.99916678	999	16.62877785	15.61777584	17.55343604	18.93085654	18.60143957	16.2566507	17.19018296	18.77597221	16.39470951	19.8905324	17.51271196	18.31179932	16.9110878	16.08814374	999	16.2102209	19.73422822	17.53581176	17.74369268	15.84885632	999	16.68159911	16.82625663	18.69321065	16.04452057	17.63664743	999	999	15.47733476	18.22827927	18.9400556	17.72729274	19.23310644	18.04221093	16.06500095	16.59803844	16.00576292	17.43709137	15.35684955	16.78095843	17.84122283	18.62117998	16.91051294	16.4158384	15.30226807	15.10360243	15.76933453	16.97897538	999	18.38184781	17.3190294	16.00939023	16.65904592	15.90606655	18.23137933	18.04221809	18.02549074	16.76787843	16.32185323	17.2960712	18.40851342	19.60901295	999	16.85469221	17.26068072	17.71427638	16.31683837	16.65120619	999	999	17.37958685	15.83197923	16.24890036	999	17.34816054	19.74452717	15.68641147	17.79636708	19.77972023	16.21828913	17.08824723
Tubb3	17.59767981	16.13863803	999	999	999	17.28821516	999	14.63212593	17.49878192	16.67347113	17.33321534	999	999	15.49947116	999	16.28606449	999	10.86785173	999	12.4980808	16.40795191	16.25863672	999	16.01011796	14.42820049	14.4860124	999	15.17282444	17.51248304	14.67450916	17.37737477	16.0749927	999	999	17.88260007	999	16.41365228	999	999	14.57091438	15.54073881	999	17.89429592	16.77483017	15.97303734	12.03660002	21.92436442	17.28818148	17.24845953	18.27135176	23.59477324	999	999	16.66790615	17.37759063	14.49791491	999	999	999	999	16.43307922	999	999	999	999	17.45404074	999	999	999	17.74872811	999	999	999	999	15.91333266	15.06699342	16.86167441	999	17.53513672	999	999	999	999	999	999	999	999	21.49246782	999	17.39206446	999	999	15.62910379	15.78329057	17.73718519	999
Utf1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20.97403716	999	999	999	999	999	20.40583608	999	999	999	999	999	999	999	22.04490469	20.67588947	19.593823	21.12059536	999	23.79523743	999	23.27438584	999	21.22188104	999	999	999	999	999	23.0755986	18.66678432	18.94133806	24.82507135	26.01443236	999	999	999	26.92335294	19.17771575	18.83336457	999	999	25.86090399	22.59777471	999	999	23.90953984	999	999	999	999	999	999	18.9086001	17.69918471	20.23712961	999	999	999
Vim	12.36469903	11.8255734	11.3138029	12.42325433	14.23519955	12.85013361	10.73851318	11.63528238	11.95694502	10.87071598	10.19582863	13.17105104	15.90579993	11.4482906	16.08855457	11.05341777	15.59854414	11.1550002	11.7686777	10.2270493	12.30600714	11.59231436	12.63244402	11.49358062	10.37041784	10.48333486	12.42897511	10.24171617	11.4980385	10.67614896	10.48159415	11.38901934	11.70699712	15.93863123	11.72930999	13.98174678	17.31990845	13.27241136	11.84232787	14.61426775	11.70510685	16.37844699	17.63052466	15.0644485	11.55244302	13.21991736	11.54993894	14.19169555	16.37197724	14.4134605	999	17.52720333	17.29821002	999	999	14.76637966	999	16.61048879	16.51879903	15.47749488	17.49050717	999	11.66267746	14.25048077	13.52677001	14.34043388	12.54974595	999	14.70182436	12.02112264	12.55651055	14.00323474	15.84244804	17.46895012	999	999	15.04602406	999	16.45270643	14.02070142	17.36339361	11.23530475	15.19906455	17.4281516	999	13.04042662	999	14.78055105	17.31816952	10.60255775	15.43926303	12.87030559	17.56796155	16.6108289	11.00171667	16.64649276
Wdr5	15.90375153	18.19411465	17.18556085	16.66775847	17.1517371	16.76669404	14.96381055	17.40773421	16.65209572	17.21503171	16.46016458	17.81024268	16.72332485	16.84034595	999	17.52538924	17.75602124	999	18.61091633	17.87758248	17.64979008	16.52279171	18.44689832	16.69511588	16.5424394	18.10701927	17.27546412	16.70305721	17.61982155	16.99894915	16.34882749	18.03715758	16.8386978	17.35032283	17.44286157	17.62470088	18.0795854	16.06314612	17.49260098	19.1478566	17.8871707	999	999	16.93033793	17.4066481	18.95610118	16.56166718	16.86763929	999	16.26765057	18.4026805	15.82376895	15.96095748	15.72645567	16.07745368	18.05807462	16.76423193	15.96951829	15.90740797	15.61978659	15.5733601	16.68783662	16.99391865	16.47188037	16.56727812	15.93570925	16.3739538	15.73175484	18.24238963	17.31979266	18.12154853	16.89877001	17.99016638	17.43111744	15.40402001	15.73781105	18.16399962	999	16.06025391	15.98684207	999	16.40539862	16.59291375	19.47600305	999	17.19038185	16.517554	16.14920505	999	17.94980306	17.66981639	15.42586787	16.88013631	16.49995886	16.71114311	16.97505841
Wnt3a	16.32871829	999	999	999	999	999	16.6615698	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.40598091	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.29868494	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Wnt5a	999	999	999	999	999	999	999	999	999	999	999	999	18.30645263	999	999	999	18.06337031	999	999	999	999	999	999	999	999	999	999	17.01026275	999	999	999	999	999	999	20.90214181	18.3677877	18.2379396	18.22188564	999	18.45785128	999	999	999	999	18.3352053	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.2894051	999	999	999	999	999	18.06444734	999	999	999	999	999	999	999	999
Zfp281	15.55461112	15.56267195	16.18529134	15.55239656	15.84299719	15.92877834	15.17421954	15.46232288	16.44334653	15.07958089	14.2915813	17.20209671	16.72772374	14.46244871	999	15.92432404	14.27380004	16.73274481	15.77872056	17.21408126	16.26452912	17.79335	16.90020745	15.87018693	15.53866817	15.58129502	15.80848525	15.94220462	15.20748732	15.55388343	16.87461613	16.20405967	16.33552201	14.89762962	15.93763838	16.13422857	15.64961592	15.81327247	15.559906	16.7163919	17.51938458	999	999	15.09127154	16.28685166	16.38355571	15.87254545	14.9954855	16.07249038	15.73396547	15.05278756	15.3582503	14.80613745	13.72450742	15.51265978	14.98173153	14.50435971	16.58825748	15.07952724	15.37798283	15.13099433	13.8804874	14.39079047	14.51358624	16.22924874	13.82296508	14.17827011	14.34305152	15.49931864	16.34119512	14.83693183	15.47638288	15.45062352	14.73025415	14.4236852	16.22569402	15.08338573	999	14.47802095	14.04827097	14.73087672	14.74676533	15.09655438	18.84624698	999	15.79833805	15.49155242	14.92353447	999	15.65110993	15.17502668	14.19541915	14.14607958	17.06965573	13.77655896	14.57059923
Zfp42	999	999	999	18.34620876	999	999	999	999	999	999	999	999	999	20.2611168	999	20.97830089	999	999	999	999	999	999	999	999	21.3000138	999	21.20522648	999	19.69678264	999	999	999	999	16.59997301	999	17.73903446	999	18.3577105	20.44973967	999	20.91888338	999	999	999	19.99466586	999	999	999	18.67976239	999	20.47328415	16.35938245	18.93232696	19.62731662	18.90168068	16.64339219	19.55774091	17.99794907	999	20.2553977	17.71333762	999	999	999	16.58415183	999	999	19.61616236	999	19.32068333	18.14243993	17.51341053	15.27589162	19.27811401	999	16.19024616	17.1839798	999	20.22703497	15.48565842	17.00713936	15.95426945	20.40613114	999	999	999	999	17.38489923	999	20.90762295	999	16.87919298	16.69677488	17.384646	19.05091444	999
