Genes	E14tg2a-168h 1A	E14tg2a-168h 1B	E14tg2a-168h 1C	E14tg2a-168h 1D	E14tg2a-168h 1E	E14tg2a-168h 1F	E14tg2a-168h 1G	E14tg2a-168h 1H	E14tg2a-168h 2A	E14tg2a-168h 2B	E14tg2a-168h 2C	E14tg2a-168h 2D	E14tg2a-168h 2E	E14tg2a-168h 2F	E14tg2a-168h 2G	E14tg2a-168h 2H	E14tg2a-168h 3A	E14tg2a-168h 3B	E14tg2a-168h 3C	E14tg2a-168h 3D	E14tg2a-168h 3E	E14tg2a-168h 3F	E14tg2a-168h 3G	E14tg2a-168h 3H	E14tg2a-168h 4A	E14tg2a-168h 4B	E14tg2a-168h 4C	E14tg2a-168h 4D	E14tg2a-168h 4E	E14tg2a-168h 4F	E14tg2a-168h 4G	E14tg2a-168h 4H	E14tg2a-168h 5A	E14tg2a-168h 5B	E14tg2a-168h 5C	E14tg2a-168h 5D	E14tg2a-168h 5E	E14tg2a-168h 5F	E14tg2a-168h 5G	E14tg2a-168h 5H	E14tg2a-168h 6A	E14tg2a-168h 6B	E14tg2a-168h 6C	E14tg2a-168h 6D	E14tg2a-168h 6E	E14tg2a-168h 6F	E14tg2a-168h 6G	E14tg2a-168h 6H	R1-168h 1A	R1-168h 1B	R1-168h 1C	R1-168h 1D	R1-168h 1E	R1-168h 1F	R1-168h 1G	R1-168h 1H	R1-168h 2A	R1-168h 2B	R1-168h 2C	R1-168h 2D	R1-168h 2E	R1-168h 2F	R1-168h 2G	R1-168h 2H	R1-168h 3A	R1-168h 3B	R1-168h 3C	R1-168h 3D	R1-168h 3E	R1-168h 3F	R1-168h 3G	R1-168h 3H	R1-168h 4A	R1-168h 4B	R1-168h 4C	R1-168h 4D	R1-168h 4E	R1-168h 4F	R1-168h 4G	R1-168h 4H	R1-168h 5A	R1-168h 5B	R1-168h 5C	R1-168h 5D	R1-168h 5E	R1-168h 5F	R1-168h 5G	R1-168h 5H	R1-168h 6A	R1-168h 6B	R1-168h 6C	R1-168h 6D	R1-168h 6E	R1-168h 6F	R1-168h 6G	R1-168h 6H	
Rcc1	999	999	999	999	18.57918137	17.25588595	17.68716076	999	999	18.46987781	999	18.20169769	999	999	999	18.62115895	999	999	18.37963563	999	999	999	23.60585251	999	999	999	999	18.49590041	16.28940376	999	999	999	999	18.48110513	17.5421032	999	999	18.10183801	999	18.64528073	999	17.97889661	999	999	999	999	999	999	999	999	999	17.88000393	18.01252955	16.93212211	16.99761029	999	999	999	17.90719358	17.9047231	999	15.07930671	16.31112447	999	18.64547939	17.35119438	19.22225027	999	999	15.72513524	18.05361449	18.08803983	18.80555591	16.15153656	18.33792865	17.42849584	17.38841331	17.73705371	999	18.08297529	16.73327434	18.17379996	16.4338456	18.5565832	999	18.73615153	999	999	16.68124907	18.45799179	17.27480253	999	18.01992225	15.93447728	23.31850209	999	
Rest	25.81755915	13.20710334	999	16.54746781	15.89032429	16.58036756	16.66794726	999	16.63579693	16.20537029	18.08099762	999	999	999	16.77821831	18.44280625	999	999	16.34792892	999	15.7998331	999	16.19548815	999	999	999	15.5668524	999	15.99232277	999	999	16.79302043	999	14.7948938	999	999	999	999	15.36689564	19.1043266	17.46318262	999	999	999	18.36678023	999	16.86199377	999	16.57424506	999	14.81048244	14.77439457	14.78865986	13.65083472	15.0909283	15.97261986	17.16099458	16.42298134	15.49073111	14.69200629	14.96619429	14.35206536	14.7768516	15.59097321	15.07096396	13.92410662	15.46379818	15.2199414	999	14.55408281	17.0756863	15.33333393	15.14712261	14.04024271	14.68973852	14.33490758	15.51455739	16.04393047	999	14.57792159	13.30675262	15.98745638	14.73069063	13.97561745	13.81092959	15.7671576	999	14.68289583	14.94515824	15.21056408	14.48670414	15.56841589	15.73242381	15.08413091	13.5825935	15.55822043	
Sall4	999	14.06075107	999	14.98867416	14.37019049	18.39664582	999	18.28754252	15.29990343	16.77750444	999	999	999	999	999	17.69715768	999	999	999	19.17952429	17.83728966	999	999	999	999	17.29743202	13.55527615	999	15.9394745	999	999	17.93209184	18.22235325	16.23995806	18.30057923	17.64339799	17.67818958	999	14.80816958	999	18.52661852	999	999	999	18.31909001	999	999	999	999	18.57397409	17.25147674	15.41497629	16.84902372	16.12490501	16.03766215	17.94685911	17.36012747	14.81023314	17.04989971	17.2201057	16.64530207	15.50972723	15.63563377	15.5166434	16.39493401	13.47107682	16.41704933	16.3394442	999	17.02501453	16.48242872	14.77625499	16.4564205	16.17891044	15.98131025	16.0232023	999	16.85988161	14.67771554	15.91488832	15.2484596	16.0209669	15.73902407	15.2234359	15.56068112	14.84443144	999	15.30546564	16.04944669	17.53179624	15.58333966	14.94874917	16.12466574	15.72856812	14.56443124	14.90685247	
Setdb1	18.35305221	19.51902524	999	21.49164212	20.82181965	20.30068859	19.68011302	999	20.13484743	19.30436395	20.56916161	999	20.28060375	19.0359039	21.38729639	19.19817573	999	19.86718678	20.21085011	20.22726433	18.47634832	999	19.54618566	19.75785561	20.38157686	20.53282797	19.46292043	20.70485525	19.93614872	20.21690465	999	19.77811287	20.14933671	18.83815282	999	999	22.51739119	20.9022104	20.58570497	19.18255108	19.99560075	19.90672978	999	999	999	19.86893938	19.42029742	999	20.65722226	20.73947389	19.00205843	18.66653602	18.88424311	17.92310122	18.41355276	18.53973929	999	999	17.90927377	18.74795583	20.63242406	17.75289375	19.12257939	20.72463592	20.98833838	18.552438	18.72216211	19.14148757	999	17.90320021	18.43450228	18.22729736	17.9647268	18.42078099	19.02511264	19.36672827	18.09316994	19.63794924	18.74762703	17.65458257	16.99424932	999	17.65257609	18.12666432	18.79001548	18.81686055	999	20.20268218	19.2342185	20.07453447	18.12501426	19.31102911	19.61328581	19.25509225	17.31602299	18.022878	
Smad1	16.4301804	14.80134094	18.14837566	18.95961711	16.69310994	16.63654557	15.95524026	19.15248932	17.33085987	18.99851404	18.52515917	18.09855858	18.84091133	17.4469182	17.4623214	999	19.02969948	17.73079464	17.95740438	999	17.23085268	999	17.2405878	17.35318447	19.11849711	18.22327682	16.67493339	18.09845299	17.1668389	999	18.91420145	17.9731405	16.75926424	18.70162265	17.09357482	18.83768605	17.90157685	17.88980855	17.65710666	17.54743544	16.69464758	17.39296821	17.27455357	17.62327561	20.82326688	17.49088943	17.78898235	16.21372794	17.51553258	999	17.26834956	16.53690353	17.44207957	17.39053757	16.57049292	18.14716141	999	999	18.61364897	18.86696361	16.4279939	16.10984439	15.96760447	17.90675013	18.39673716	17.07574781	18.35406594	15.95885075	999	16.47191353	17.01890964	15.17759558	18.07307118	16.90786737	16.28922258	16.46362391	18.90614199	15.83129225	999	16.877661	15.05530611	16.54734055	16.26980072	16.26034934	15.86878709	16.41620834	999	17.28368997	16.40204824	17.65588544	16.56267003	17.67083805	17.25905926	16.46339521	15.78444472	16.35748127	
Smarca4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Smarcc1	15.80657868	13.6025573	17.40872559	17.83345354	16.14266257	14.11229055	14.50004569	15.07380285	16.03530084	14.78614911	15.66539075	15.14272798	15.97749064	17.05748194	15.08490277	15.56911649	15.99306494	16.66721803	14.6782434	16.15083527	15.94702976	999	14.56795906	15.80462176	16.62002828	16.69558317	15.47206887	15.29372705	14.6932884	999	16.43596483	17.05926055	15.71327064	15.97748923	15.53305567	16.88342782	15.0471271	16.74361467	16.98803304	15.68991666	14.4917084	15.01545737	15.59003061	15.70798816	16.42118788	14.99267402	16.24706281	15.10001102	15.37823245	999	15.2968969	14.92247218	15.56818247	13.78812774	13.54280895	15.77023483	24.57389036	16.52990518	14.8351286	15.31209349	14.9957614	12.70976976	14.35002678	15.49615694	15.22080711	15.38311178	15.73646224	13.96479555	999	13.57216099	15.05825307	14.10685781	14.40098494	14.44755328	15.03201026	14.43032854	14.00452255	13.57098011	15.74512339	14.57191658	13.43509977	14.88180588	14.03287875	14.20990294	13.74476165	15.96979118	999	14.64073424	14.59604422	16.57934863	15.17967101	17.10986131	14.93696303	13.59515187	14.10829096	15.14132597	
Socs3	999	18.06261434	999	15.46965973	19.54785415	17.86388235	19.6028775	999	18.89898739	999	999	999	19.14353079	999	999	999	999	999	20.30347735	999	999	999	999	999	999	999	15.98211804	999	999	999	999	999	999	17.91190047	999	999	999	999	999	999	19.59248115	999	999	999	999	999	999	999	999	999	999	999	18.35476022	17.29046716	17.90787318	16.80815491	999	18.6853942	999	19.92405737	999	999	999	999	999	18.62044368	999	999	999	19.92630469	999	999	999	999	999	999	20.24769793	999	16.20664204	999	999	999	21.43083951	18.57685714	999	999	999	18.88472525	999	999	999	999	999	18.21324664	17.96649936	20.62690447	
Sox1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Sox2	999	999	999	999	999	18.68602995	999	999	999	18.42732206	18.66841007	29.08692035	18.57369011	999	16.42888086	999	999	999	17.74366788	999	999	999	999	999	999	18.53627011	999	999	18.21126009	999	999	999	999	999	999	999	999	999	999	24.85817286	999	999	999	999	17.97428308	999	999	999	999	999	999	999	999	999	19.1398761	999	999	999	999	999	999	18.84037377	999	21.05306966	999	999	999	999	999	999	22.96900353	18.45332192	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.08786252	999	999	
Stat3	16.94729359	12.96958597	16.74208391	14.02134621	14.63563481	999	999	17.89760809	14.98506769	18.53551849	18.03336925	16.82547181	17.94426616	17.2061675	16.68310936	17.75431773	16.44268553	999	17.9188875	999	15.61825849	999	17.84285833	17.14048485	18.20435196	17.81233817	14.05463491	999	999	999	999	17.88468781	16.98643987	14.9025037	16.43906351	16.54275187	17.83862205	16.76564701	15.10946432	18.28226485	18.0815841	999	16.97997897	17.72185268	999	15.54978577	16.3348333	17.15568725	16.15898845	999	16.73274212	16.46841759	13.96525265	15.18448337	15.94610444	15.42914697	17.26150274	15.96890131	999	15.48873139	15.48424861	17.87364175	16.9562986	15.68625848	17.95502846	14.88785085	18.06544012	999	999	17.30642166	17.93636455	16.62677546	18.10329593	15.26465508	17.11933146	16.24998044	16.42248977	15.86479207	15.25910794	17.0390312	14.48812028	16.58504131	15.32783857	15.88880552	16.36296489	14.21201546	999	14.65543993	17.62535054	14.34062197	15.68318557	17.92676828	17.81327257	16.79787672	14.94077853	15.81540513	
T	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Tbx3	17.28203994	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.27181042	999	999	999	999	999	999	17.72244061	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.24724703	999	999	16.96736788	16.02667894	
Tcf7l1	25.23759199	14.62343664	999	16.3448182	15.12211881	16.01438171	14.87692492	999	16.15190622	15.44585146	19.89655382	999	999	999	17.68500968	16.57307203	999	999	16.64144278	999	15.5568662	999	17.53170092	999	17.92818097	17.89549796	15.85646346	999	16.586433	999	17.63652645	999	999	15.8664778	17.67779114	999	999	999	14.89298855	15.61021683	15.66452629	16.80522695	999	999	999	999	16.66955347	999	14.95942784	999	15.67030587	14.73283541	13.64771	13.42693172	14.62414513	15.69202244	16.62606271	15.94021438	16.75202615	999	13.58818798	14.8352385	14.92552203	15.83883324	15.81318899	15.26003018	15.80376628	14.73547303	999	14.85615628	14.90847545	14.92753233	18.17529667	18.88149412	13.83761127	14.97301173	16.20415417	13.91306427	18.41671807	16.80295303	14.17012747	16.19413854	15.8417836	14.25668544	14.2493546	999	999	14.56667816	15.26000221	15.56388999	14.0895242	15.41920593	16.60353698	13.70528858	16.14831484	16.3474155	
Tcl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	29.25530618	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Tgm2	999	999	999	999	999	999	999	999	999	999	17.86982675	999	999	999	999	18.57894113	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.79720308	999	17.65000409	13.36052807	999	999	999	999	17.89127934	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Trp53	999	17.62196601	19.45145347	18.79369967	999	17.98340066	18.25889333	19.06699888	18.7523949	17.83052043	18.2742713	19.21016062	19.21965561	19.0550588	17.92388235	19.56718014	999	999	19.92737553	999	999	999	18.98426722	20.66838104	999	21.16250067	19.32843239	18.80887111	17.09964375	999	18.24969636	999	999	18.97010747	999	21.32753384	18.24556842	19.53883965	21.62831754	999	20.30962282	19.07032934	23.60700627	22.27570601	18.84648936	17.41077603	999	999	19.22315801	999	18.95354475	19.23533203	18.79619807	15.96348074	20.35371421	21.57175227	22.80369393	19.67221861	20.35978874	999	22.21581747	16.86609924	19.97106944	999	18.66388801	19.17894931	20.86910197	17.38830478	999	17.7273938	23.64640704	18.58073499	16.49242601	17.86181798	22.55194677	20.16342358	18.47079144	18.51147643	999	16.63075359	16.94255832	22.04085609	18.43735405	18.82493414	19.59238779	19.42991635	999	16.42981134	17.77040144	999	19.31574935	20.7324614	20.15077948	17.4910511	16.71865849	19.78108103	
Tubb3	10.59439402	15.76272665	11.11054361	17.73368093	999	15.74537135	11.40023777	10.93170698	17.69150239	999	999	11.10908161	12.89168388	11.33329393	17.65772202	17.19001476	12.51193944	12.82183195	17.43253411	11.71023081	13.44694387	17.44519296	14.3514963	11.70777961	13.97908064	13.88237508	16.2552264	11.61227093	16.40079885	999	11.20331549	12.43693367	10.17221852	999	12.45592253	11.0187661	12.97428117	11.63608703	999	15.77785029	15.57370678	12.33193335	11.60001961	11.95823705	12.94840067	10.98073103	14.62994586	10.94637383	999	999	15.46408047	999	999	15.4623973	999	999	17.24948286	17.8255843	14.97063429	13.16653653	999	999	16.73614006	16.06756325	999	999	13.75231914	999	999	999	999	17.73722099	18.15221953	999	17.18730461	16.32968003	14.63534647	999	999	17.4502172	999	999	13.92487055	999	17.85218866	17.46097673	999	999	999	15.30340168	17.65373549	15.95956028	12.6779199	999	18.42798323	999	
Utf1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	21.71750079	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	
Vim	11.82658263	11.137907	14.23596064	16.90791185	14.64293258	12.1534537	10.69458411	14.07419347	15.51327511	11.52563895	11.70723951	14.96994269	12.10991165	16.38711745	11.16953389	11.7274777	13.64984765	13.83810742	11.53176174	15.19057317	12.22451855	14.66498536	11.03453841	16.1122485	12.50786952	12.30033541	13.07037774	13.29162246	11.49613165	15.72586379	16.08687993	11.50076981	15.18991815	16.48504797	13.22201334	13.79330146	15.11465859	14.38590468	14.36386216	10.83175874	10.87744193	13.27973969	13.49704421	11.73937397	11.7889361	14.0394727	11.46612216	12.16502607	14.84081512	17.21790694	999	999	17.48845824	15.34394898	12.47795995	999	999	15.2205558	13.49222301	14.40662795	11.5211551	11.08544743	12.92469119	16.68668982	12.28742351	13.55019317	17.21298186	15.65896365	999	16.36361935	12.51405175	13.46909198	14.22253357	13.46583122	999	15.447228	12.98963329	15.18439134	11.6431854	12.02425762	14.27696754	13.9985028	11.08322705	16.3201341	11.58357602	16.39520982	999	13.35169043	15.96215985	17.22072164	15.96524209	15.80100995	11.24749576	12.42783138	12.64484956	15.85629666	
Wdr5	17.80698117	15.90407732	999	19.10049261	18.99331283	17.17744939	19.48453672	17.93947161	999	18.10320027	18.35470406	17.62293944	17.73411033	21.24286014	19.21802548	17.62683804	18.93290933	999	19.05479879	18.66578642	18.18885283	999	18.22649424	17.92366783	999	21.0576658	17.01723785	999	15.66365109	999	999	999	26.12715813	17.94030894	19.34170775	999	999	17.72709002	17.0060122	17.96715208	18.21571839	18.76565092	999	18.32165639	999	999	999	19.41376187	999	999	17.05215096	18.99002125	18.03064091	15.50093887	15.21484272	15.97889061	999	17.65080819	16.80944003	17.57970618	18.04211649	15.95580189	16.57705046	16.79582589	18.45542493	16.04086262	18.52477677	18.501748	999	16.08906315	17.19822997	16.98300253	18.4038232	17.46824354	16.91875019	17.17859974	16.61708255	16.3615823	17.86411475	17.02063005	15.3712579	16.25717873	16.73741049	16.0307938	15.98304546	17.55299989	999	17.58732356	16.76846243	999	17.55915726	18.42196463	17.5678007	17.66158208	16.57732734	17.01498106	
Wnt3a	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	34.01003752	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	14.75870429	999	999	999	999	999	16.61314674	999	999	15.38861047	999	999	999	999	999	999	999	999	999	999	999	999	18.01147012	15.77216203	999	999	
Wnt5a	999	15.47618293	19.02282019	999	999	999	999	15.75490348	999	17.30794516	999	18.30902454	15.26143495	999	999	999	999	999	999	999	999	999	17.07091679	999	999	999	999	999	999	999	999	999	999	999	999	16.16265003	999	999	18.51858315	999	18.87120604	999	999	999	22.19712401	18.39213879	18.29468527	999	999	999	999	999	999	999	999	19.28281942	999	999	16.97607444	17.80442065	999	999	999	999	18.47687463	999	999	999	999	999	999	17.86450806	999	999	999	999	999	18.34581282	18.71971359	999	18.36056231	17.9017932	999	999	18.11333002	999	999	999	999	999	999	999	999	999	18.24490699	17.47373505	
Zfp281	15.06100786	14.14142406	17.41208638	15.70109016	16.80449571	15.86764465	15.60870624	18.07902907	18.78942513	17.45231357	16.38541297	16.50419087	15.70863179	18.03682652	17.2949689	15.41011007	15.511704	16.24554535	15.83859607	16.5139215	16.51479444	999	14.93837635	17.34749895	17.07147843	17.38862893	15.40907875	19.49789491	15.56774832	999	15.86569488	15.99426474	15.366159	18.12384249	16.73095436	16.21094481	16.454889	16.06069888	16.00329433	16.91130352	16.16416613	16.54472578	16.67996536	16.21357792	999	14.98613363	16.05530438	16.4114319	16.80436706	999	15.94393397	17.00631738	15.45619426	13.73330008	14.39773575	16.97223706	16.26379637	16.80949174	16.50727251	15.42193485	16.34385472	15.04308611	15.0192204	16.29992453	15.55847029	15.18704369	14.99370845	16.25083162	999	14.38930106	15.20623991	15.58089687	15.98385202	16.17791284	15.95307954	16.49355706	15.90739339	15.34388923	17.06853262	14.53055456	14.56852157	15.49143229	14.83049835	14.31412684	14.63789443	16.22646369	999	15.49126979	14.85101787	16.20792687	14.63132432	18.15467521	16.53414861	15.01935126	15.32367585	16.52191599	
Zfp42	999	18.81322509	999	17.39206054	19.91022176	20.65388287	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.90890954	999	999	999	999	999	999	17.77815632	999	999	19.79292113	999	16.86191636	999	999	999	999	999	999	999	999	999	999	999	17.92127619	19.12097257	16.57264379	15.73074594	999	18.65453447	18.59027246	17.63125903	999	17.98259077	20.96681556	999	19.09074051	17.59185286	999	18.32966537	17.68383534	20.49119114	999	18.42923342	999	19.46246059	21.96280845	999	17.48500466	999	20.01935583	999	999	999	20.49410477	999	999	18.77008913	19.80896575	16.83343392	999	999	17.7451959	19.39140028	17.59965046	17.35166352	999	999	16.67293026	18.48071547	
																																																																																																	
