Genes	E14tg2a-48h 1A	E14tg2a-48h 1B	E14tg2a-48h 1C	E14tg2a-48h 1D	E14tg2a-48h 1E	E14tg2a-48h 1F	E14tg2a-48h 1G	E14tg2a-48h 1H	E14tg2a-48h 2A	E14tg2a-48h 2B	E14tg2a-48h 2C	E14tg2a-48h 2D	E14tg2a-48h 2E	E14tg2a-48h 2F	E14tg2a-48h 2G	E14tg2a-48h 2H	E14tg2a-48h 3A	E14tg2a-48h 3B	E14tg2a-48h 3C	E14tg2a-48h 3D	E14tg2a-48h 3E	E14tg2a-48h 3F	E14tg2a-48h 3G	E14tg2a-48h 3H	E14tg2a-48h 4A	E14tg2a-48h 4B	E14tg2a-48h 4C	E14tg2a-48h 4D	E14tg2a-48h 4E	E14tg2a-48h 4F	E14tg2a-48h 4G	E14tg2a-48h 4H	E14tg2a-48h 5A	E14tg2a-48h 5B	E14tg2a-48h 5C	E14tg2a-48h 5D	E14tg2a-48h 5E	E14tg2a-48h 5F	E14tg2a-48h 5G	E14tg2a-48h 5H	E14tg2a-48h 6A	E14tg2a-48h 6B	E14tg2a-48h 6C	E14tg2a-48h 6D	E14tg2a-48h 6E	E14tg2a-48h 6F	E14tg2a-48h 6G	E14tg2a-48h 6H	R1-48h 1A	R1-48h 1B	R1-48h 1C	R1-48h 1D	R1-48h 1E	R1-48h 1F	R1-48h 1G	R1-48h 1H	R1-48h 2A	R1-48h 2B	R1-48h 2C	R1-48h 2D	R1-48h 2E	R1-48h 2F	R1-48h 2G	R1-48h 2H	R1-48h 3A	R1-48h 3B	R1-48h 3C	R1-48h 3D	R1-48h 3E	R1-48h 3F	R1-48h 3G	R1-48h 3H	R1-48h 4A	R1-48h 4B	R1-48h 4C	R1-48h 4D	R1-48h 4E	R1-48h 4F	R1-48h 4G	R1-48h 4H	R1-48h 5A	R1-48h 5B	R1-48h 5C	R1-48h 5D	R1-48h 5E	R1-48h 5F	R1-48h 5G	R1-48h 5H	R1-48h 6A	R1-48h 6B	R1-48h 6C	R1-48h 6D	R1-48h 6E	R1-48h 6F	R1-48h 6G	R1-48h 6H
Nr0b1	999	999	999	19.61701047	999	999	999	999	999	999	999	999	17.39234261	999	999	999	17.98010164	999	999	999	999	999	999	999	999	999	18.09766221	17.7301401	999	999	999	999	999	999	999	999	999	999	999	17.01549432	999	999	999	17.95799831	18.10057973	999	999	999	999	999	999	999	999	999	999	999	17.76988908	999	999	999	999	999	999	17.23375347	18.93149507	999	999	999	18.03170274	999	999	999	999	999	999	999	17.93556095	999	999	999	999	999	999	16.64143183	999	18.75938478	999	999	999	999	18.37172649	18.08501623	999	999	999	999
Nr5a2	999	999	19.43789039	999	999	999	19.99392771	999	999	999	999	999	999	999	999	15.58234323	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.66864684	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20.39347752	999	19.57416941	17.99478565	19.91413015	999	999	19.948828	17.81888192	999	999	999	17.92093807	20.17651561	17.24487663	27.71009842	999	999	999	19.67446331	999	18.75002919	999	999	999	19.02461753	18.33302851	19.80169337	999	999	999	999	999	999	999	17.74487201	999	16.39714157	999	999
Nr6a1	18.21377656	17.97854042	19.65339554	999	999	20.24274742	999	999	999	999	19.59617635	20.44483633	19.2182757	19.50622977	999	18.5379145	19.57269095	999	19.16630779	999	19.55326672	19.6892769	999	16.51667181	20.54760823	20.53023367	18.63411906	999	999	19.79082061	20.50668222	999	999	999	999	999	21.08665855	19.87089347	999	999	18.7063876	19.51379719	20.41025289	18.76227486	999	999	999	19.18143927	20.46314712	999	999	999	17.92099319	20.46195395	20.74068793	20.98777226	999	18.80480967	18.3199758	999	999	20.60467849	999	17.81710344	18.93094092	999	18.93996566	999	19.66161506	18.18804788	19.97110923	999	999	999	999	20.70490323	999	999	19.21758218	999	999	999	999	18.91177133	999	999	999	999	999	19.04070663	999	999	19.36565339	16.18472714	999	999
Olig1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.27159695	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Olig2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Otx2	17.2863355	15.35464554	13.63188598	999	999	13.45275923	17.80984839	17.94339813	19.36058141	16.3632738	15.42845887	999	15.92543901	14.74933947	18.616823	17.55012401	15.04290781	14.50488115	14.48937958	15.73672237	15.01630464	16.81620164	999	999	14.34307569	15.84854943	15.36111524	16.40518886	15.26999068	999	14.84659098	14.80306104	14.73344718	999	14.62042523	17.49912951	14.89082978	16.77411269	15.56257393	17.31378497	13.21081899	14.36598663	13.79179248	16.28136683	15.79380228	14.42221389	15.12755071	20.06792714	14.97684711	999	13.61908523	999	15.68463548	16.07173605	14.94670276	14.06704007	15.8679545	18.75810016	15.76815795	15.58221147	15.05674289	14.42494852	14.27866644	12.52666837	15.07457064	14.75406027	19.0713317	14.09622734	15.55361993	14.08121114	14.27598469	14.74682959	999	17.63953681	15.73377168	17.30205792	13.63823988	15.54802347	14.21390386	15.54085033	14.70641632	12.80268839	15.73231796	13.3610282	14.97286459	16.6641274	14.0186092	16.72518679	17.63093986	16.18244588	13.90979723	14.85902762	14.8294858	12.37697152	14.74029244	16.80281954
Pax6	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.26841904	999	999	999	999	999	999	999	999	999	999	999	18.3056961	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.00988959	999	999	999	999	999	999	999	999	999	999	999	999	18.1829052	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Pou5f1	14.28272048	14.86603157	14.23232021	14.88679733	999	14.31006832	14.96574973	999	15.66734188	16.65916924	19.24160813	17.86751116	16.88265535	14.00318039	999	14.64161033	15.15236088	14.47541804	14.53357874	15.34670332	14.98317649	14.9504501	16.05076793	999	14.61205273	15.48192735	15.64868576	14.75720977	15.35380281	999	15.0915404	14.84967484	15.36455209	17.19497955	16.44757917	14.5051242	16.8230391	16.72571394	14.45154172	14.77857387	14.63755887	13.62702243	14.71355594	14.75710138	15.22405668	14.46791583	14.92809572	16.27712154	14.97508091	16.1841466	14.66381141	999	15.35432155	15.36541328	15.41594013	16.7011162	15.74629955	14.86110137	14.75669889	15.60897392	15.33609367	14.50474467	15.4515787	12.77943364	14.47085942	14.86807191	17.82674413	15.75458481	15.04972366	13.95346594	14.83119869	14.9451736	999	19.71941589	19.65437682	16.92279085	14.25863733	14.633126	14.44245964	14.28083176	15.23108453	14.86771871	14.23245672	15.84318505	15.07935438	16.28542458	14.84784697	15.41126534	18.47377308	16.28311683	14.54156574	15.05396167	15.61533398	12.0781905	14.85736707	14.86206708
Prmt6	19.63330661	999	19.75918615	20.71060204	999	999	18.56974593	999	999	19.52846563	999	999	999	999	999	999	999	999	20.18083974	19.87185771	999	19.4162226	999	999	999	20.24384674	999	999	999	999	999	999	19.95566922	20.82595512	19.49622361	999	20.81644166	999	18.85076262	999	999	19.29520635	999	999	999	18.59362457	999	999	999	999	999	999	20.4794011	999	999	999	999	999	999	999	999	19.43981224	999	18.29432774	999	999	999	999	999	19.69320234	19.72727276	19.49318358	999	999	999	999	999	19.21971626	19.99230265	999	999	19.60183412	19.47221288	999	999	999	18.75415549	999	999	999	999	18.7089206	999	17.66964574	999	999
Prmt7	14.89652745	16.43783475	14.94487818	15.48551757	999	15.29238007	16.70587421	999	16.38372901	16.02047372	17.5311486	18.86332043	19.14312035	15.03317336	999	17.54379891	15.96033144	17.70896381	16.81946068	16.68690216	16.77071094	16.30441158	18.17837125	15.91436209	15.43160792	17.94677232	16.23854482	16.03725362	16.06393311	999	17.03303846	16.97715766	15.91697776	18.403724	17.00090238	15.90359404	22.11441815	17.57034415	16.88847345	19.17324165	16.90102137	15.46419962	16.07665335	16.41470187	19.06898366	16.88300235	15.88987441	999	17.19630433	17.29923282	16.17196075	999	17.327935	19.30658616	15.88326289	16.5319081	16.55129224	16.34819769	17.02852358	16.04280754	17.51301476	15.81837005	17.10476866	13.264019	16.40206473	15.36588451	16.98312916	17.89720959	16.19085195	17.05280199	15.85824126	17.68793378	999	999	16.6585788	16.24943839	15.82295258	16.31061543	16.15419501	16.17527177	15.86500414	16.06606201	17.06712356	16.56927665	17.81104709	17.36100805	15.96400899	17.90855351	15.9505462	15.87088689	17.11463516	16.01069495	15.95238369	13.11240458	16.71008167	16.92789001
Ptpn11	14.69394382	15.28849272	13.60889711	15.20639751	999	15.29777356	16.33159116	999	15.72588058	16.89818899	16.63059019	15.41427002	15.34535757	14.44038728	999	14.69088574	14.76399543	999	14.96831967	18.62942931	14.32246211	16.79248983	16.29400039	14.5495643	15.29570162	16.00124936	15.65834599	14.71384969	16.06101367	17.61297367	15.24776085	15.94903726	16.39219812	15.98548508	17.58095983	15.58530869	16.80143763	18.0853557	15.85980158	17.4382812	16.00960878	13.96275372	15.69271484	14.95741938	14.96616577	14.9772671	15.61990295	16.79327539	15.75884265	999	15.53663992	999	14.83181337	24.11050612	15.39908495	15.4128756	16.61474126	15.55113541	15.40631507	16.21246178	15.13641796	15.74149096	16.726795	12.56649894	14.87564859	14.66265975	16.60766274	15.92064591	15.90820014	16.0632286	17.14644093	17.57339571	999	999	17.90579422	16.31051457	15.91982951	15.55801022	13.8379474	16.5837661	15.369202	15.64758082	14.87898423	16.00502125	15.58774916	17.32983677	999	17.95788405	16.66439631	15.85118269	15.75683001	15.04743425	16.06192111	12.76903133	16.12258685	16.47182086
Rai1	15.69830832	16.55301564	999	18.27524214	999	17.35271388	999	999	999	18.45826127	999	16.59181805	16.78818805	17.07500945	999	999	18.19025402	999	16.3701539	999	16.07466377	17.82053922	999	999	999	999	999	999	999	999	999	999	16.91027046	999	999	16.21246385	17.62201048	16.7539652	17.90350666	999	999	15.19098748	14.88158509	17.83273211	16.34597717	17.82331257	17.03281463	999	999	999	17.93584445	999	16.85325137	999	999	999	999	999	999	18.21038679	999	17.08452106	17.98644707	15.00925266	17.36623265	17.77116776	15.42569894	15.9813804	999	16.92264292	14.71526076	17.19627138	999	999	18.00407027	999	17.32208734	999	17.10686073	18.09542326	999	999	17.9786143	999	17.17520499	999	17.74979758	999	18.51008794	999	999	999	999	14.75957898	17.93863523	18.31606248
Rcc1	14.78487071	16.61154544	14.39661715	15.94590027	999	15.2088244	19.31859893	999	16.45670537	18.62727566	16.32734315	999	17.83899324	15.88548652	999	15.75491438	15.15788649	16.49842836	16.15184348	17.09974449	15.21206485	17.46940589	17.4886903	16.72951217	15.31794488	16.1324454	14.97155107	14.86564738	15.04185111	17.39342715	17.29176721	17.95058885	999	16.83846818	17.99688276	15.97343518	999	999	17.98155321	999	15.11486698	15.56491652	16.51385084	15.58108036	15.24783388	16.23041095	15.65962738	18.57581345	15.22710071	17.5657909	15.62471453	999	15.82108606	16.78241598	16.61985837	16.34561552	16.8594211	16.3312351	17.67038582	16.33444393	16.01549184	16.58382984	17.53943126	13.35777046	15.8402883	15.55857018	16.56298758	16.97483662	15.88354976	999	15.20920781	16.32355575	999	999	17.58310766	16.36127698	15.53136142	15.81496422	14.84026772	18.29134511	16.58617517	16.07913471	15.47263749	15.67865895	18.46056736	16.89151574	17.52535146	17.22457553	17.34619729	16.55312505	16.19487917	14.99599421	16.31814237	12.64702325	18.15599034	15.17341498
Rest	13.08424174	15.75689544	11.90410921	12.97558415	999	13.06049838	13.57332319	16.42164657	15.76741918	13.8087416	14.2082685	14.26869911	14.34773789	14.75248819	999	14.50158726	14.41856329	13.740457	13.72527142	13.54146671	13.33025443	13.34688629	15.54214315	13.14743996	13.75516002	14.34996744	13.24580148	13.03200911	14.15778531	15.60684601	14.26883417	14.68867862	13.58480577	15.59036215	15.85114535	12.50797366	14.01131945	14.92139568	13.28161534	13.40773766	13.68076574	13.14143371	13.02725268	12.77604619	14.22660137	13.15470164	13.39507335	16.6498792	13.55071707	15.95464128	12.73098205	999	13.81155811	13.67987766	14.05912813	12.97324432	14.19800199	13.60721795	14.01205346	13.3665216	12.47828336	12.06096605	14.60516445	10.29776523	12.26717521	11.32188406	13.62165068	13.65087998	13.35869048	13.58445888	12.74434107	13.33776849	999	18.15514883	14.21015677	13.61865494	12.66157537	13.35580629	12.90742253	13.45139973	13.49886228	11.19576932	12.87097489	12.64338577	13.38487664	14.91555225	13.26547164	13.3011941	14.3045715	13.71863887	14.89900786	13.13570822	15.31828569	10.67403965	14.27605237	13.27100402
Sall4	13.29967614	14.18962567	12.57286831	13.6144678	18.59631418	14.15893687	15.84251461	16.56330795	13.70650918	13.9647264	15.18900974	999	15.7236876	14.49470165	999	13.31509761	13.97564506	14.03336968	12.95790089	14.1066899	13.79754812	13.93307779	15.3966348	14.69126363	13.16783313	13.76646639	13.75561265	14.0673378	14.4486765	16.73511728	15.03573615	14.16865493	15.00956244	17.96853666	15.22420483	14.21689402	14.50249885	13.45721602	14.43613404	15.46199096	13.37303805	12.97317887	12.69289373	14.58246987	13.89825085	14.1247732	13.42005271	14.39786209	14.18106926	16.51534042	13.74443522	999	13.89782915	15.74818204	14.9805851	15.04522505	13.96018662	14.87385255	14.7828341	14.14067345	14.27880211	13.55543388	14.29989513	11.44399925	13.38046941	13.11488275	14.97935826	14.28655192	15.09170316	15.45837761	14.96191321	13.80486663	999	17.52429972	15.73476666	15.28040485	13.68019499	15.26429793	13.31979813	14.78910552	14.08902307	15.07970361	15.49271224	13.73712732	13.70635263	15.85240477	14.36269464	14.54481151	12.79437647	13.8853972	13.59504233	14.6584733	15.88062621	11.81091585	14.88655356	15.10908908
Setdb1	17.82583349	18.32605588	16.83228795	17.61036599	999	16.45931291	18.88649208	19.87431277	17.84055811	17.71942835	17.16407047	18.81375801	19.52857903	17.15011693	999	17.32754176	17.19064429	18.76329183	16.82942426	18.06448392	17.88343633	19.64341944	20.49590066	17.27007716	16.86704415	17.75010657	16.61596605	16.80065803	17.39615037	23.6932746	20.07688968	18.43286567	18.96054757	18.71922196	18.250878	17.37258801	18.77767225	18.32953293	18.27899316	18.54093202	16.92655634	16.57937198	18.80516476	16.90984657	18.9223624	18.68620615	18.51326087	17.95625635	17.81817403	999	17.83719214	999	17.0493179	16.89295024	18.04715256	17.78558073	18.92819018	17.98126331	17.81286531	17.2583808	19.25720247	17.97479502	20.63792629	14.97174459	18.50767115	16.60999945	17.54876102	18.79882598	18.02752481	18.14017944	17.45986832	17.90646415	999	999	19.50315755	18.54322499	17.5087298	16.96500272	18.15298624	20.5388115	18.21879366	17.45651336	18.72336577	17.72811437	18.51828545	999	17.78891211	16.61434448	17.77657583	17.92564039	18.58674768	17.74766258	18.42107758	15.00979659	17.93799405	16.90349477
Smad1	16.94749634	999	15.53673312	16.58646999	999	17.55374849	18.24929951	999	19.14567801	999	18.8779707	16.93940678	16.58062088	17.68612221	999	16.55914557	17.2333107	19.04674011	16.85458099	999	16.01092265	16.85615895	999	15.82481959	16.81917121	16.9696069	17.765771	15.98324817	17.59482186	999	16.00684468	16.22786297	18.88765713	16.60743983	17.71837772	18.12806903	17.74644552	17.614441	16.29411352	17.36100287	16.32560579	16.48077637	18.05140557	16.30168518	17.67551542	16.84268809	17.46534761	18.87556466	17.77223257	19.95817326	15.52762338	999	16.44953835	999	17.96957969	19.36468605	17.42328988	17.91081503	18.75350703	17.33588537	17.14726623	16.51582911	24.2391761	13.87314195	16.19231577	16.09330103	17.95001181	16.9062836	16.93829134	16.12268169	15.86828729	15.87147067	999	999	19.02543283	17.49227872	16.56482652	17.31945842	15.16527132	17.04306853	16.85715447	16.67057295	15.83659578	17.30594307	18.04529343	17.85933745	15.73569018	999	17.81024215	15.87144004	18.69553456	17.15397529	17.44859026	13.51394287	18.08616923	16.12283315
Smarca4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Smarcc1	12.69460828	13.43912089	12.06300007	13.67977337	999	12.39006829	14.54418798	17.95118239	14.14074193	13.87408329	14.58077755	14.68422882	14.7398406	12.70253215	999	13.55117728	12.90103169	13.87621574	13.32096183	13.60047044	12.97027471	12.67265702	14.98875564	14.3689904	12.91958875	13.40018553	12.67403332	12.60807128	13.15194428	16.14591194	13.59101755	13.40024796	13.33335662	14.52213543	13.84380145	13.18881725	13.91573734	13.51353776	13.1861419	13.98336424	12.44946521	11.91339992	11.9731981	12.93505024	13.17976888	12.86821745	12.80337042	13.82789259	13.45511061	15.69304647	12.64404246	999	14.04328565	13.97762928	13.72333521	13.43626856	13.68426117	12.93687546	13.03385921	13.84944357	13.29061818	12.55557585	13.88906974	10.47225186	12.31355583	12.01152327	13.83813868	13.94134292	13.55117594	12.18021141	13.34214662	12.9009094	999	17.15843991	13.99076085	13.96739635	12.4548512	12.87769528	12.22660576	13.40032159	13.29488222	12.76329235	12.52897947	13.17589706	13.72601492	13.62231196	13.36991125	13.92473628	14.50376818	13.90435122	13.10224182	13.26152414	13.35032452	10.38307872	13.24261384	12.93324759
Socs3	999	999	18.55384727	999	999	999	999	999	999	19.58200543	999	999	999	999	999	999	17.76390776	18.58979249	999	19.07712596	17.43991546	999	19.24681531	999	999	999	18.58269896	17.35111214	17.68846594	19.59487604	19.11312989	999	999	999	19.08987706	999	18.718723	999	999	999	999	999	999	999	999	999	999	18.94206512	999	999	999	999	19.53136407	999	18.63682347	999	999	999	999	999	999	18.35325936	18.8599486	17.16476039	17.87957018	999	19.15497786	18.01161938	999	18.55635734	18.30344477	999	999	999	999	999	25.39820792	17.91344547	17.45661152	18.58940239	999	999	17.67445547	999	999	999	999	999	999	18.08177323	18.8424461	18.95409401	999	16.18965315	999	18.96877134
Sox1	999	999	30.11543033	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28.45014735	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Sox2	999	999	17.24456655	999	999	999	16.46584159	999	999	999	999	999	17.63751387	18.27076495	999	16.29219424	22.50876877	17.00519633	18.27567639	18.57894377	18.07339745	999	999	999	999	18.15847575	17.31205293	17.65112395	999	999	16.37666518	999	999	999	999	16.48563913	17.34570338	999	16.19884591	999	999	19.38998294	999	999	999	18.23410225	19.20734137	999	999	18.52466524	18.29656297	999	999	999	999	999	999	999	999	999	18.56939766	18.57117848	999	18.39234027	17.80927415	999	999	999	999	999	16.20487193	999	999	999	18.18875802	999	18.41472864	999	999	999	17.52381008	18.11579557	999	18.32123586	999	999	17.86188493	999	999	999	999	999	999	17.89548789	999	18.35426756
Stat3	17.45744875	999	18.00035122	17.45298677	999	17.5746023	14.84611976	999	15.19355673	16.96621869	18.24393718	16.22483193	18.303417	999	999	15.37433933	999	17.92959699	16.92730752	999	999	999	999	13.84169871	17.13032546	18.02377808	17.05371983	16.34691132	16.85237511	999	15.06663582	999	15.78877533	16.38447895	17.77856177	18.27627724	17.76505158	17.79378494	15.81220936	16.37416584	16.27137749	999	16.90380341	17.9194876	16.79714853	19.97138398	999	17.92632794	999	16.52900728	17.93097972	999	16.29992224	16.41496047	16.89441166	17.10854859	15.81985607	999	999	15.96071525	999	16.4751004	16.95108806	14.50101105	16.09010542	16.3517788	999	17.96521928	16.44631758	17.77089427	16.12567265	16.95770111	999	999	15.30345966	999	16.35296466	999	14.66996177	17.90502911	999	15.13490827	16.23632049	16.23451274	16.45641338	18.05178461	16.53454364	18.22320827	14.92721058	18.06928286	999	16.72457194	16.13961833	13.71628081	17.181397	18.07218813
T	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Tbx3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	13.79230752	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	16.86973312	999	999	999	999	999	999	999	999	18.65759654	999	999	999	999	999	999	999	999	18.32120875	999	999	999	999	999	999	16.54821291	999	999	999	999	999	999	18.47132035	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	15.38581098	999	999	999	999	18.23757337	999	999
Tcf7l1	12.63881862	14.65242112	12.92570318	13.36098127	999	12.9069707	15.70708574	999	15.22228034	15.35923093	17.70819966	15.12748618	16.39610487	14.65517282	999	999	14.97297863	14.33079504	13.09133373	17.39926454	14.70383124	13.13044769	17.04298645	15.05708593	13.45073627	13.80634461	13.20326959	13.75171015	13.79288677	17.65001623	15.40064509	14.14091581	15.53551482	15.75591901	17.65039215	13.76648699	14.19227986	14.05039046	15.50308496	15.48927461	13.44572184	12.92800869	13.13273473	13.1564547	15.3986484	14.48970584	13.04203306	15.3020027	14.54659281	13.86329545	14.19981232	999	14.58216282	15.40683302	14.41820442	13.95698598	15.29420529	15.30339797	14.06495145	14.92141594	13.82404774	13.28492297	16.19617654	11.46172363	13.17916883	12.60679187	14.65571778	15.02999209	14.7846116	13.43253467	14.40749942	14.19489625	999	16.93964537	14.34607363	14.45682634	12.97007641	15.1206686	13.26552708	13.93410574	14.89110488	13.63882027	13.03982803	15.20325189	15.85917068	13.8373727	13.23781658	16.04026241	17.61905318	14.13204323	15.39936601	14.11852399	15.59129999	10.6102494	14.0517102	14.5614548
Tcl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.41549006	999	999
Tgm2	999	999	999	17.66074899	999	999	999	999	999	999	999	16.82006288	999	999	999	999	999	999	999	18.0072862	999	999	999	999	999	19.53165699	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.93911834	999	999	999	999	999	999	999	999	999	999	999	17.78016678	999	999	999	999	999	17.68489204	17.55407235	999	999	999	999	999	999	999	999	999	999	999	999	999
Trp53	13.86065284	14.77169122	13.84172164	13.65206763	999	13.84014748	14.76926665	999	14.6582172	14.89835827	14.86942808	14.79318693	14.64163946	14.0940763	999	13.18572509	14.26320884	14.88386668	14.83474186	15.87417037	14.91807094	14.40767738	16.95955703	14.2628402	14.4659807	14.7205738	14.40225786	14.34935804	14.4639505	17.77751129	15.17283744	15.10731045	15.24575599	14.71902806	16.50256249	14.57710012	14.84392371	15.54128544	14.27183565	15.01763226	14.82825012	14.89841956	14.62613421	14.49309837	14.85807279	14.80387264	14.44045266	15.49528078	15.83162746	17.86411077	16.12470434	999	16.82245669	15.77157656	16.42225183	15.3542796	15.7393965	14.90823964	14.70524552	15.29146908	15.29698758	14.31761421	14.95101478	12.15756644	15.38332863	14.10933773	16.90736967	15.19567844	15.90369194	14.21972612	15.2291075	15.88508803	999	19.71929693	15.79911985	15.93659645	14.54083508	14.82621348	15.03808977	15.27154029	16.14554746	14.94418856	14.83576055	15.80691465	15.99991276	15.40022697	15.52918311	14.26492439	18.40053162	15.86814265	15.34328224	14.71703433	15.81856639	12.05931654	15.37698836	17.02840825
Tubb3	14.01499954	12.87340457	12.93192108	16.44019362	999	999	18.59942941	999	17.51294555	17.8271808	18.43207416	16.84007401	17.01372839	14.11137578	999	16.53838409	15.16127712	13.75533255	13.20488197	15.99916604	17.56704088	14.89508132	15.72906134	17.45778658	14.5923068	15.16075553	14.45851358	17.32632189	14.3311139	15.93889949	16.53373116	15.95621983	999	17.70809587	16.65382742	17.52407058	999	13.7302858	15.93996236	999	13.7738007	14.64276823	15.93486784	14.18567979	14.93040472	13.08691696	12.77092982	13.75475836	16.63000962	15.80910186	13.4834905	999	15.79175403	15.90771858	14.61005252	12.71822273	17.41480445	14.0366182	13.64438145	15.02525602	15.98816912	13.46006994	14.75341258	11.95693428	14.89500853	15.00352904	14.2364943	14.87792585	14.34601664	14.97288347	13.17478159	17.33834358	25.11408	15.82843211	14.5489512	13.55854318	14.48967277	15.91969701	13.39082949	14.03483341	16.63512624	999	13.13694098	13.96550756	15.98015114	17.73563519	20.1673099	15.20229149	999	14.5291604	13.85724817	13.72706717	14.4061069	11.05066377	999	14.51163677
Utf1	13.01544739	14.20568886	12.63314945	13.25976004	999	13.31776059	14.74257782	18.44181905	14.48106245	13.94131861	16.18149057	18.02137448	17.59559599	14.14413473	999	15.32726272	13.64698872	13.78622047	16.56207039	18.9947786	14.22235835	15.23201162	15.96189695	18.20310747	13.17314757	14.22639496	13.73467286	13.40909837	14.69598175	16.77027837	17.01115172	14.44286701	13.56707173	13.50922776	14.53434929	13.69804394	13.83247094	17.11502222	16.50693422	14.58412512	15.01324427	24.53515178	26.49304254	14.87845498	14.73231519	16.24244069	17.83475766	18.47014156	17.20922459	20.88002969	19.09468059	999	14.49322693	14.30196868	19.48783078	19.16063037	20.10213836	21.13711109	16.57938155	18.3733565	14.86545714	13.83280245	17.01344491	16.78670667	15.38661254	21.41227685	14.34431669	14.63084682	13.99360067	15.98165352	13.87884814	16.89935512	999	24.91228484	23.40187375	14.45274523	13.72844384	13.49919511	14.332909	15.66145153	19.34269484	17.98368617	15.00518526	20.7883061	14.66978622	14.31137922	15.75888873	14.31146495	999	22.36181387	17.35831598	18.88342697	13.82480436	10.54090232	14.52159114	13.76785316
Vim	11.46078056	12.2680077	10.67961001	13.92208597	17.49889003	14.23352523	11.82856498	15.22652147	13.83045683	13.60055284	10.73784186	12.77675473	11.57266395	12.60956143	17.34985154	16.33665554	13.1741672	14.60237696	12.31047147	13.86015189	12.56252046	13.80147568	16.66903621	9.707488467	11.85368428	12.08454891	11.33393179	10.82213191	12.5351932	17.42534378	11.61072268	12.71442061	11.7539569	12.09979249	12.53218831	14.04395291	14.20042659	11.89302122	999	13.96324835	11.16527429	13.28974118	11.22372543	13.57751573	13.50110927	10.41740575	14.17924608	11.79857737	13.51053024	15.26331909	14.12277744	999	15.27174694	17.29352176	14.35500667	14.90688686	13.90481477	15.04312646	13.69627696	14.6144235	12.99767604	11.62076015	13.49762507	10.4375029	14.76635362	13.79061201	17.36570413	12.48913258	14.69126908	13.74509127	13.9841516	14.97228701	999	24.75879537	13.45482533	15.93708356	12.07153416	14.1353598	13.35124276	16.34913463	14.01029659	12.83045884	13.61311644	13.56274738	14.8568851	14.30799358	15.12950581	13.02956735	10.78672455	14.12985557	14.08808262	11.59135349	12.77750414	10.67907411	15.31892786	13.78863443
