Genes	E14tg2a-24h 1A	E14tg2a-24h 1B	E14tg2a-24h 1C	E14tg2a-24h 1D	E14tg2a-24h 1E	E14tg2a-24h 1F	E14tg2a-24h 1G	E14tg2a-24h 1H	E14tg2a-24h 2A	E14tg2a-24h 2B	E14tg2a-24h 2C	E14tg2a-24h 2D	E14tg2a-24h 2E	E14tg2a-24h 2F	E14tg2a-24h 2G	E14tg2a-24h 2H	E14tg2a-24h 3A	E14tg2a-24h 3B	E14tg2a-24h 3C	E14tg2a-24h 3D	E14tg2a-24h 3E	E14tg2a-24h 3F	E14tg2a-24h 3G	E14tg2a-24h 3H	E14tg2a-24h 4A	E14tg2a-24h 4B	E14tg2a-24h 4C	E14tg2a-24h 4D	E14tg2a-24h 4E	E14tg2a-24h 4F	E14tg2a-24h 4G	E14tg2a-24h 4H	E14tg2a-24h 5A	E14tg2a-24h 5B	E14tg2a-24h 5C	E14tg2a-24h 5D	E14tg2a-24h 5E	E14tg2a-24h 5F	E14tg2a-24h 5G	E14tg2a-24h 5H	E14tg2a-24h 6A	E14tg2a-24h 6B	E14tg2a-24h 6C	E14tg2a-24h 6D	E14tg2a-24h 6E	E14tg2a-24h 6F	E14tg2a-24h 6G	E14tg2a-24h 6H	R1-24h 1A	R1-24h 1B	R1-24h 1C	R1-24h 1D	R1-24h 1E	R1-24h 1F	R1-24h 1G	R1-24h 1H	R1-24h 2A	R1-24h 2B	R1-24h 2C	R1-24h 2D	R1-24h 2E	R1-24h 2F	R1-24h 2G	R1-24h 2H	R1-24h 3A	R1-24h 3B	R1-24h 3C	R1-24h 3D	R1-24h 3E	R1-24h 3F	R1-24h 3G	R1-24h 3H	R1-24h 4A	R1-24h 4B	R1-24h 4C	R1-24h 4D	R1-24h 4E	R1-24h 4F	R1-24h 4G	R1-24h 4H	R1-24h 5A	R1-24h 5B	R1-24h 5C	R1-24h 5D	R1-24h 5E	R1-24h 5F	R1-24h 5G	R1-24h 5H	R1-24h 6A	R1-24h 6B	R1-24h 6C	R1-24h 6D	R1-24h 6E	R1-24h 6F	R1-24h 6G	R1-24h 6H
Otx2	16.32664479	999	23.1196433	15.80454017	14.48388574	13.26622617	36.92961587	16.58805807	14.93541669	14.40954948	999	14.7551941	17.8315544	16.00077039	999	15.17771843	15.58297479	37.5	14.88809984	17.30817009	13.18276134	14.80722141	13.89087834	14.45795682	15.81295996	13.1941916	999	15.19119948	15.92862068	17.80835081	15.11128557	15.19531452	15.23294923	15.64173623	999	14.76256657	16.16243544	14.58762413	18.37201148	17.56517392	16.33697826	13.53879717	14.80200051	13.82033414	14.66926037	18.62633784	15.47311649	15.6490331	999	15.39878505	14.69448788	999	14.33340762	999	999	19.03071068	16.09651762	25.76197945	14.2136367	999	999	23.14700295	15.59763726	25.11544186	18.6926494	14.3225549	14.58787191	14.59481275	999	999	15.3393961	15.78847104	999	13.98024601	13.24246169	15.34361752	15.25346952	999	19.0097028	999	15.57369484	14.48807639	22.31504599	15.95666318	17.28613951	14.31396863	25.58272809	15.76642735	14.92622577	13.63276423	15.99924411	999	15.5219805	17.41985423	17.66532354	16.15479309
Pax6	999	18.11762441	999	17.31646837	999	999	999	999	999	999	999	999	999	18.19465776	999	999	999	999	999	18.14049576	999	999	999	17.41926537	999	16.93077978	999	999	999	999	999	999	17.92059644	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.58441537	999	18.17794428	999	999	999	999	999	999	999	999	20.75007724	999	999	999	999	999	17.26555166	999	999	999	5.348692547	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.30848176	999	999	999
Pou5f1	19.27678869	18.60786399	19.73559303	15.72656381	15.18726431	14.01334424	999	14.0462436	15.97616374	17.75465697	19.13327135	15.84789404	18.43507907	14.14284273	999	13.77095469	14.91902733	999	17.91878913	16.23094213	14.34147196	18.35404576	17.87096087	13.63020454	18.2294717	15.35338535	999	18.39704094	17.85824744	14.60588625	14.29637276	14.37892434	20.96174741	19.07851939	999	14.82246093	15.81375704	15.74559513	13.6465237	14.61150334	18.98897188	13.67733329	15.48511449	14.51663213	16.25185101	16.41680657	14.87239476	15.75740243	999	13.88757771	13.92886475	999	14.62516075	999	14.60817758	999	14.13221987	26.20720588	15.88372961	15.24106607	24.42010164	23.55198057	14.84680524	24.92002324	14.48387806	14.07260531	14.65271725	13.85765518	999	999	14.1150289	14.21280476	999	15.75911853	13.88190814	14.03812579	12.87807425	18.65728895	999	999	14.50993376	14.42478649	14.21150492	13.5831431	14.77611331	13.96459881	13.80320703	14.6130011	18.913447	13.97820148	14.45019783	999	14.22057739	15.14276416	13.64156078	14.60108583
Prmt6	999	19.1717672	999	999	999	999	999	999	999	999	19.15221459	17.44215348	999	999	999	999	999	999	19.03121776	19.24951459	999	999	999	999	999	18.99329115	999	999	999	999	999	999	999	999	999	18.90766378	999	999	999	19.67972682	19.73572669	999	999	18.75210671	25.96989389	26.40315918	999	18.25958261	999	999	999	999	999	999	999	999	999	999	999	19.22730945	999	999	999	999	999	20.24936884	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26.14587274	999	999	19.24953679	999	999	999	999	20.53754583	999	999	999	999	999
Prmt7	17.0844892	15.35714835	19.20052968	17.01186437	17.18952251	15.91274711	999	16.00796621	15.07928066	16.2779668	16.65884965	16.76960058	18.58067237	17.68610657	999	16.23130055	17.87561091	999	16.04740037	15.72069776	15.90161092	17.31258818	15.31650256	14.91928505	16.44309452	18.26257262	999	16.34828147	16.93568179	16.78719344	16.73431512	15.87524601	16.42859906	15.92121966	999	15.2866838	16.54921828	17.78365692	15.47980309	14.83661021	17.53196371	15.00983807	15.78687688	16.2303041	16.52843751	17.90669949	15.90504874	16.91293189	999	16.02025209	15.9164486	999	15.60889684	999	17.41091798	999	15.97991638	25.34925773	16.88044975	16.91950194	999	26.73941203	16.66127196	26.68726946	16.10865821	17.79164654	15.83446685	15.74895205	999	999	16.3292659	17.14075702	999	17.09105651	16.60939684	16.48754504	14.71300963	999	999	18.65061074	15.77234234	16.02491087	16.39880333	16.38805801	15.78877896	15.81950373	16.18593526	18.60393061	15.89652658	15.5123632	17.73770683	18.77966295	15.83246203	16.96481194	17.11163974	16.32108825
Ptpn11	16.88437113	15.44827132	14.82840713	17.32796368	16.49206742	16.26645457	999	16.41913679	15.74316604	14.83276286	16.01006623	999	17.206332	16.1330562	999	17.23260653	16.0080884	999	15.16874029	999	16.2144899	15.46981419	999	15.33681198	16.05204078	14.61210857	999	18.82909088	17.11655596	16.46335937	999	15.83146202	16.77747513	17.19393979	17.15899579	14.48996544	16.36400555	16.53494597	14.81547525	15.58872605	15.71794873	15.29065634	15.71999227	16.43463033	16.46593662	15.99227488	17.03850735	15.81386199	999	15.06205834	15.89804641	999	16.49077619	999	14.59515825	17.34067001	15.86448516	23.90582955	16.76570446	14.24120088	25.25817066	999	14.38618573	999	14.99450671	17.52982491	14.49520398	15.8597993	999	999	15.71870152	14.75767657	999	17.09252312	14.60571707	15.70741974	13.97877588	999	999	999	14.94918654	15.94860166	15.95804481	15.55507567	14.73623165	14.77265633	15.80558749	17.26462126	16.59092225	15.80359124	22.33064708	999	15.51156935	16.33029139	16.15223828	14.65474143
Rai1	999	16.0446159	16.99389381	18.46474626	999	17.81832543	25.88601237	999	999	17.6794244	999	999	999	17.73260413	999	999	17.09162725	999	999	999	17.62994761	999	999	999	999	20.77173452	999	18.08768656	999	999	999	999	17.78456443	999	999	16.98084214	999	999	999	999	17.49828517	19.37060157	16.84201965	999	999	25.9532326	999	23.39480478	999	18.02958517	16.32928579	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.27537606	999	999	17.51029312	999	999	999	999	999	999	999	999	999	18.40637696	999	17.81173855	999	999	999	999	26.07479971	999	999	999	999	999	999	999	999
Rcc1	16.82195513	15.89700713	16.29176599	17.94734933	15.69732886	16.89982401	24.72137098	17.22245018	16.23174142	16.22795123	17.89870061	999	18.50528308	17.02094869	999	18.90737554	17.82830681	999	16.15062175	18.34610527	17.08572944	17.61888943	17.26068358	14.89070778	15.79261146	15.79318851	999	17.71863687	27.76149465	16.06767428	18.33612732	15.88079816	18.11008892	15.7670021	999	15.8738251	25.31125271	17.43310808	15.12986178	16.93588975	17.67183419	14.89519336	15.15633833	16.69369461	16.287911	17.57569468	16.42935569	17.10483392	999	14.91661216	16.31555384	999	16.28003317	999	16.04245661	999	15.90728302	999	16.95670117	15.59484216	999	27.67687338	16.43359281	26.31729792	16.49940021	16.73263304	14.82747608	15.53741888	999	999	16.08511578	18.42947076	999	15.94251484	16.41864469	16.44234195	14.91883425	999	999	999	15.87833372	16.80641483	16.5517281	16.14599473	16.8842471	16.56031808	15.77525213	18.61804022	14.87102998	16.96993909	16.20586219	999	14.65860724	17.53923041	15.74780451	15.57315606
Rest	15.16492904	13.28198322	14.79518904	12.4416761	13.4039558	14.26711437	18.61026405	13.61786623	12.36564047	12.92125915	14.18149991	14.12136449	15.59339197	13.28967484	999	13.00067332	12.8724069	999	12.01273267	12.63410075	12.93541286	14.24942985	13.81155229	13.27663723	12.78253286	11.49555454	999	14.46579887	14.81111775	13.47444952	13.26869102	12.71137155	12.99384734	13.26563027	999	13.59311448	14.10049831	13.62732682	13.48727547	13.79759296	14.94585177	11.51703775	13.46460841	13.03320537	13.50891325	15.16068337	13.58165686	13.7175654	26.32061625	13.09897483	12.84823176	999	13.44500078	19.1525287	12.38911212	999	12.46475404	23.66761374	13.75593259	14.16539673	24.61413749	23.08228859	12.68073857	23.35434512	11.58817475	13.36679605	13.83996658	12.36124834	999	999	12.68871308	12.97453483	18.66901159	12.88927062	13.97913534	12.70752634	11.93088471	999	999	999	11.76507252	13.23052905	13.4779077	12.94499215	13.16520521	13.45736968	13.21592239	13.89175702	12.91143457	13.70189516	14.27804535	999	12.74389093	13.90773413	12.12696535	12.9031981
Sall4	17.02634476	15.02870101	14.47467861	15.26906333	14.43205892	14.69776077	26.35714408	14.865116	15.45901391	13.95348683	13.52035432	15.68404644	18.33921902	14.94834289	999	14.93403399	15.24576387	18.31039408	14.44742159	15.03333181	14.47980403	14.14156332	14.9714015	13.93750718	13.67229863	14.53539921	999	15.74760163	12.71690921	14.48639469	13.56052748	12.74634731	14.40922835	14.41309691	17.84669458	12.04801813	15.93752479	14.80013883	14.97072284	14.96227066	15.51098197	13.4591496	14.39999441	14.19763051	14.47026369	17.27477585	13.65973973	16.12794756	999	15.47057456	14.07825397	999	14.54839681	18.90131915	13.29143941	17.44900273	14.49555526	18.40265974	14.23626946	13.55327596	23.72104066	22.38031059	14.6133612	23.54198801	14.62966333	14.20371596	14.4248714	14.31651521	999	999	13.60315435	14.93656824	999	13.82171848	13.78364085	13.98320797	14.28938404	18.45923008	26.07485407	18.92345495	13.60086332	14.69656846	15.19951317	14.57803237	16.5571321	14.6088754	13.06396118	15.60348269	15.63520487	14.41293569	14.45704913	18.57175916	13.87360543	14.48437184	14.96090777	15.16365505
Setdb1	17.87767412	17.45850964	17.92415398	17.31410407	16.70511486	17.19109271	999	17.87375662	17.68851669	18.29898003	17.56212669	999	999	18.53464465	999	18.17010688	18.77693639	999	17.57604454	17.48281926	18.47789589	19.11836178	17.31319608	17.54960085	16.89704983	18.41575512	999	17.74458992	16.97551772	18.48561854	18.8491147	19.90392074	16.98979225	17.89188076	999	17.56595943	18.07225556	19.48959785	17.9706653	18.26256385	19.13206688	16.77270547	18.00375328	17.02237585	17.64165081	17.99838886	20.08699752	17.9161018	999	17.6722161	18.4890793	999	18.39459081	999	18.07347695	999	17.64474981	26.44613951	17.84269585	19.44736109	999	26.54931402	17.66774458	26.54499639	18.49415293	17.22230683	17.53939042	17.79021169	999	999	17.78768891	17.5057302	20.71042154	16.60971238	17.55337212	17.55117216	16.47124772	999	999	999	16.93638681	18.09215013	16.98795895	17.86981289	17.11690026	17.79792119	17.51591118	18.8809569	17.90999736	17.55943861	17.1732018	999	17.54794168	17.06272928	17.53774854	16.54342411
Smad1	16.56687853	16.04732393	15.13760998	18.81810295	18.02233239	17.53916521	25.28814444	17.96731255	17.78861138	15.96997955	16.03853387	16.98048672	999	17.58306903	999	17.3142192	18.23658404	999	17.48469851	16.68947993	15.99126793	17.67455787	18.65085867	16.38643683	17.60040215	15.28789399	999	17.03943624	999	16.76707344	16.91405857	18.87241573	17.00013351	17.85155703	999	16.60056192	16.30626362	21.51696872	16.63120583	15.72556525	16.22077514	16.57809241	18.225727	16.86018748	17.05107574	18.64236422	17.12205271	16.4877047	999	16.86279074	17.78894721	999	16.51914227	999	16.73447148	999	18.02265946	26.72664435	17.89506704	16.89889571	999	26.53879856	17.57721388	999	15.80474237	17.07776415	16.05948842	15.4401482	999	999	16.63162525	17.38356509	999	16.18723395	18.83742465	999	15.90315871	26.33976962	999	999	15.52048606	16.46571914	17.6862789	17.83211711	20.60207513	17.68785322	18.07042141	18.24003077	999	18.44113148	999	18.88489986	17.03990241	18.98367185	16.8497758	19.1479636
Smarca4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Smarcc1	13.74193394	14.32514895	13.96860048	13.79177112	13.16292342	12.80017285	23.52382747	13.1664524	12.62976559	12.96897315	13.38169134	13.96068313	15.53188704	13.76919257	999	13.94630685	14.85441975	999	12.69775762	13.95496108	12.68175301	14.52157974	14.42634798	13.19225798	13.06369224	13.00971327	999	14.11613781	13.37432543	13.51536545	13.81079176	14.29519318	13.69559267	13.43776285	999	12.65363786	13.5343789	13.36821638	12.86596483	14.12431818	14.61131093	12.23634639	13.51079982	12.91910314	13.45068653	13.78790935	14.1757281	14.44429447	999	12.67239664	13.24157349	999	13.19277601	999	13.61864123	999	12.98599149	19.28692217	13.57121188	14.14834727	23.97321281	22.97572077	13.39276747	22.11277711	13.09942571	13.26568467	13.60599209	12.78134652	999	18.77335148	13.55554117	13.82584611	999	13.77044834	12.99077328	13.45735551	11.97550378	999	999	24.26237206	12.88108323	12.68237908	12.93762434	12.91719706	13.48651177	13.13611679	13.3494612	14.75657125	13.55362756	12.88692484	14.50249936	999	13.8383548	14.64219566	13.49639232	13.37198534
Socs3	999	999	999	999	999	999	999	999	999	999	999	18.8414953	17.84249654	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.51612502	999	999	999	999	999	999	999	999	19.44448048	999	999	999	999	999	999	999	999	999	18.70665382	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.54418314	999	999	17.90200901	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.25649604	999	999
Sox1	999	999	999	999	999	999	999	28.4940863	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	36.5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	26.93932227	999	999	999	999	24.5589978	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Sox2	999	20.5065255	19.1584284	17.654014	25.84029045	18.43406241	999	999	999	22.3275206	999	999	18.77567097	16.8917251	999	16.48925802	23.57128136	999	999	17.85234698	999	17.72977733	18.18435255	16.96610766	25.01286306	999	999	18.48290732	999	999	17.30951422	21.4932419	999	999	999	999	999	17.22551522	999	18.40780222	999	18.45248688	999	16.57797909	18.56794151	999	16.40758865	17.59868256	999	17.87647803	15.83298471	999	16.29843593	999	999	999	999	999	999	999	999	999	17.8059375	999	999	17.36894684	999	16.53336315	999	999	16.83360936	17.27990095	999	999	16.01944247	16.22197436	14.50920517	999	999	999	19.7377857	999	999	999	999	999	999	17.60749756	999	18.19567913	999	999	17.09844235	17.78010193	999	18.48497972
Stat3	17.53676229	999	17.83054248	16.39369	16.54365023	17.8047173	999	17.98064428	16.2475325	14.2426545	999	15.83333559	17.88930531	16.18539169	999	16.55187458	15.72714483	999	18.0597256	16.38823755	15.16145828	15.26480884	16.8961103	16.86126159	18.33933414	15.52439653	999	15.61370049	16.43527692	16.92575807	15.12344173	16.00972851	18.12011177	16.97197861	999	999	14.97579693	16.08350737	15.81904274	16.1094501	15.694025	15.05597881	17.81558415	16.15191228	17.64080524	17.81444923	16.37809588	17.9139348	999	16.9490906	16.77030212	999	16.1382678	999	999	999	16.03770575	999	16.65006125	17.25487626	999	24.28258356	999	999	16.29168981	15.98563824	16.15733511	14.93114385	999	999	15.68570384	18.09443807	999	17.34432195	16.0495085	15.50355531	15.17634879	999	999	999	17.06607622	17.19982068	24.57380552	17.75839622	17.79722171	17.31252972	15.62421909	25.81528871	18.43650472	15.97685484	17.05775789	999	18.15865697	16.53527216	16.64442779	16.17077819
T	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Tbx3	999	999	999	999	999	18.13873174	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.24397145	999	999	999	999	999	999	15.59658678	999	999	18.35127703	999	999	999	15.59256257	26.15546026	999	999	18.40087628	999	999	999	999	18.06949273	999	999	999	999	999	999	999	999	999	999	999	999	999	999	13.90809636	23.38668321	999	999	999	16.02617988	999	999	999	999	999	15.84438497	999	999	17.81968065	999	999	18.26562269	999	999	999	16.16912058	26.1371512	999	999	999	999	14.31418963	25.45976201	999	999	999	999	999	15.63414482	999	999
Tcf7l1	999	13.74046096	17.0585643	13.64121845	14.82137369	14.82200577	24.50358764	999	13.88191811	15.18266513	14.1137632	17.48726834	999	16.79816331	999	14.66353128	14.65069654	999	14.90926076	13.47250492	13.59653468	15.74172364	16.35021469	15.75983172	14.63442869	14.19595763	999	15.84608881	15.73771345	13.95857254	14.20497461	16.88101094	13.7818805	16.77101959	999	14.57562622	14.52923052	14.66582081	14.39446876	15.48594236	17.04844071	14.63494566	13.73975188	13.8871324	14.89230611	15.31839257	14.64440573	15.18916184	999	14.8360196	16.68420353	999	15.91535908	17.72211685	15.6020313	999	16.98952338	18.10491272	14.7175281	17.27276352	999	25.01355578	17.38715643	24.91135279	14.21007988	13.7521408	13.80084791	13.73882807	999	999	14.46762603	14.43849151	999	14.43879975	13.47344229	14.26372454	12.99079521	999	999	999	13.88066614	16.8748699	14.54756965	13.4218318	15.50085662	14.77665871	15.13070733	14.95032778	15.06547884	16.11015404	17.45240912	999	14.56228918	16.24064321	15.24578864	18.50025013
Tcl1	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	19.70035927	17.18380172	20.45355977	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.96350428	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	20.32940773	999	999	999	19.77372685	999	999	999	999	999	18.40692868	999	999
Tgm2	999	17.00369008	999	999	999	999	25.33352274	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	24.07775555	999	999	999	999	999	999	999	999	999	22.71493711	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	17.10130737	999	999	999	999	999	999	25.16954589	999	18.13716201	999	999	999	999	999	999
Trp53	23.79412155	22.27850127	19.01498796	15.18028063	13.78697636	13.71699611	999	14.0968084	20.18476822	21.80199018	24.29624614	17.47301136	18.44179878	14.70277935	999	14.26046038	20.30874074	999	22.48435403	15.81580938	14.36043113	14.65853836	17.56883149	13.80436711	23.5298114	17.66106991	999	16.26993943	14.22301369	14.41264215	13.8528805	13.59905376	999	24.25844892	999	14.60742478	15.59631027	14.3180473	12.97024099	14.17716542	24.39780707	16.23547714	17.50193127	15.3224414	13.54675873	14.35456011	15.29868716	15.9708642	999	13.81838864	14.06642899	999	14.29689031	999	15.97171224	999	14.1848701	26.44862747	14.46819642	14.98015342	23.3699371	24.52949123	14.6214384	24.87827449	14.67520242	13.87342916	13.68485213	14.00151158	999	19.4192591	13.61144822	13.75525654	999	14.15312735	13.44892766	14.6985302	12.50324494	999	999	999	16.50056669	13.88469846	14.75713125	13.90483667	14.45745742	14.36491247	14.18186358	15.42568322	22.06124927	13.91253623	14.61838444	999	14.05018318	15.64502912	13.89407931	14.77496092
Tubb3	16.99355326	15.28965364	24.13647335	17.76769355	999	15.46490977	24.08541432	16.70272782	17.20950508	999	14.72513344	15.84234606	16.82634132	17.36953238	999	14.32992927	999	999	999	14.79569745	999	17.676817	17.38076277	14.88386422	13.25266154	16.6442767	999	999	16.47743497	999	999	999	17.93987333	17.675338	999	15.01732688	24.91891632	15.90655651	999	16.74589613	25.76556235	14.44814794	17.44912448	15.34318638	15.08959092	17.55487472	15.62702001	15.52362022	999	16.28239439	15.52961237	999	15.10089595	999	18.15606706	999	16.20903342	999	999	16.13042969	25.32970837	999	15.65090711	999	16.0061042	16.84797891	13.81026169	15.96364257	999	999	12.67317518	15.54439574	999	15.6248061	15.65431109	17.29164663	14.24988996	999	999	17.80235518	13.10699455	15.67280283	17.56997319	16.42291817	15.35377793	15.47348435	16.38576809	21.13501626	14.76806734	15.01923794	15.92513751	999	14.68195885	17.67463346	16.77036592	15.70713262
Utf1	23.77246198	999	23.95276025	24.47246803	19.07022342	14.53481309	999	13.66982349	999	999	999	999	25.86615355	15.50672251	999	13.51264425	999	999	999	26.88193998	17.9430384	14.07152602	18.38678947	12.92449448	999	27.3396227	999	22.69399534	18.8124743	15.04109764	13.3124033	13.85808133	999	999	999	20.83289765	21.1260672	16.36310171	12.90342372	13.82418957	26.75165288	999	24.29237643	22.64824942	18.14414716	14.24495756	18.84200905	13.3359854	999	12.45729384	13.94673282	999	13.68847609	999	14.05870096	999	14.68903019	24.22862636	13.17643723	14.24909059	24.04071071	25.60841548	13.90991109	25.98815377	19.8668988	18.02832694	13.38391958	14.86403119	999	22.8730951	13.47572025	14.23781126	22.48777147	13.50947166	15.23411752	13.71044921	11.31418534	23.42168339	999	999	23.94366169	15.66148699	16.8904725	12.75998206	13.95221401	13.02277173	13.79333681	14.83443375	999	17.54328937	14.73906615	999	13.73199476	14.53526855	13.96249044	14.60791433
Vim	13.93151898	13.69746008	15.58396011	14.90125194	24.12328456	15.4626583	23.72347364	14.25975757	13.93584106	14.42408242	13.93157546	999	16.40269834	12.33461413	999	12.60543883	17.5338297	999	14.27946158	13.14007324	12.59135661	14.27818503	15.09103702	14.24210078	17.74154005	13.91085627	16.73788478	16.31273599	12.85962941	13.65544372	13.25034537	15.14816112	17.50146347	13.43550826	999	12.36634664	16.26351695	16.15541495	14.42490967	12.25909044	15.36673283	13.10025429	18.22485863	15.2912709	18.60619235	14.24616011	11.19636964	14.22151917	999	13.4330668	12.88051227	999	11.76268898	999	12.63776506	25.64389934	12.89660088	22.48481931	14.65987799	10.02946731	20.34064633	24.8454715	13.1795579	22.41624847	11.78736875	14.08586564	12.39023298	12.00737938	999	25.5369687	12.49674956	13.25171024	999	14.1616608	14.50829412	12.66207343	11.73182736	999	999	999	11.2264873	13.76082798	13.87051906	12.93054047	11.00676673	13.83712135	10.83501474	14.32361442	14.66096912	13.62023171	11.56688282	999	12.5401517	13.86484935	12.65727144	13.48092275
Wdr5	15.53889261	15.42388004	16.17481213	15.46206661	15.02766722	16.29895684	25.77716894	16.18762391	14.62316654	15.75293343	15.79806891	17.50741297	18.61324341	15.54734465	999	16.47343914	16.63291256	999	14.97460233	15.03738504	15.49554417	16.17477327	15.85925978	14.4337237	15.58898494	15.21784356	18.8039962	15.51854682	14.71734074	15.57170075	18.27821736	16.01600493	16.85896588	15.08335435	999	14.51741636	16.22480193	15.26695753	14.78918394	14.89896922	16.12512587	15.39658509	15.72191431	15.35281234	14.85579989	14.69593538	15.7730963	15.78290025	999	15.76500313	15.34586963	999	15.3913257	999	15.57617226	999	15.34262208	25.56306224	15.42463579	15.26344366	25.60589883	24.74217127	14.95216275	25.07294593	15.7241355	15.26223008	15.43063201	14.82740542	999	999	14.39915395	15.35648516	999	15.38898516	14.53703387	15.18648718	13.80287771	999	999	999	14.69705746	16.49231421	15.2426578	14.7643514	15.83642701	15.11717987	15.62875029	16.86691599	14.75202534	15.25051065	15.76396392	999	15.73293288	16.28099233	15.52781365	16.0833281
Wnt3a	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
Wnt5a	999	999	999	999	999	999	999	999	999	999	999	999	999	16.96042537	999	999	999	999	999	999	999	999	999	999	999	999	999	16.51512512	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	18.86293568	999	999	999	999	999	999	999	999	999	999	999	999	19.86009206	999	999	999	999	999	999	999	999	999	999	17.84041781	16.70881718	999	999	999	999	999	18.45146459	18.24594388	999	999	999	999	999	999	18.50232482	999	17.51898718	999	18.35334685	999	999	999
Zfp281	14.81570942	13.25944813	15.22056631	15.04541126	13.38383523	12.46488779	22.84394057	13.99632706	14.97006364	13.40398442	15.13397561	13.81455376	15.71368933	14.12923965	999	14.11446753	14.29652127	999	13.14673672	13.65150134	12.58874697	14.8049089	15.35176652	13.93646347	12.29165718	12.83622461	999	13.76089207	14.05953912	13.63637866	13.53595323	13.33673281	13.09256858	14.8953369	999	12.52426651	14.16181147	14.84860456	13.25469066	14.2055662	14.1159311	11.97226993	13.23833327	12.79046171	13.4842359	13.97416202	14.16453556	14.19561758	999	13.72667565	13.14767396	999	13.01436135	19.66899357	14.11994389	999	13.5264465	999	12.59298258	12.8922781	23.42379031	24.83396324	13.91816609	22.75448314	13.59775571	13.74660111	14.1186607	13.99307898	999	18.81121226	13.9791215	13.59248418	18.48304895	13.51989553	13.51714795	13.15701271	11.87710032	25.54211459	999	999	13.44699854	13.55071421	14.66981573	13.27414517	13.61671698	14.25613785	13.93165306	15.62064701	13.14639658	12.87218035	14.63869284	999	14.98302681	15.10219036	13.75270969	14.58219874
