Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-4.6,19,8.3,20836,746,6,4,67,19,12394|14460|14461|17260,Runx1|Gata1|Gata2|Mef2c,-2.5
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-4.6,47,12,20836,224,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-2.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-4.6,18,8.2,20836,758,6,4,67,19,14461|17260|20375|21349,Gata2|Mef2c|Spi1|Tal1,-2.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0017157,regulation of exocytosis,19_GO:0051179 localization,-4.6,46,12,20836,226,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-4.6,18,8.2,20836,762,6,4,67,19,14460|17260|20375|21349,Gata1|Mef2c|Spi1|Tal1,-2.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.3,36,10,20836,288,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4.3,35,10,20836,298,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-4.2,34,9.8,20836,310,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-4.1,32,9.6,20836,325,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-2.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-4.1,32,9.5,20836,327,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-2.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-4.1,32,9.5,20836,329,6,3,50,20,14460|14461|21349,Gata1|Gata2|Tal1,-2.1
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-4.1,30,9.3,20836,342,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-4,28,8.9,20836,375,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-3.9,27,8.7,20836,389,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-3.9,27,8.7,20836,390,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.9,26,8.6,20836,395,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.9
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-3.7,23,8,20836,453,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.7,23,8,20836,457,6,3,50,20,14461|20375|21349,Gata2|Spi1|Tal1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-3.7,22,7.9,20836,465,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-3.7,22,7.9,20836,471,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-3.6,22,7.8,20836,481,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-3.5,20,7.5,20836,521,6,3,50,20,12394|14461|20375,Runx1|Gata2|Spi1,-1.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.5,20,7.4,20836,530,6,3,50,20,12394|17260|20375,Runx1|Mef2c|Spi1,-1.6
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-3.5,19,7.3,20836,535,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-3.4,19,7.2,20836,558,6,3,50,20,12394|14460|14461,Runx1|Gata1|Gata2,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-3.4,18,7,20836,581,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0060627,regulation of vesicle-mediated transport,19_GO:0051179 localization,-3.3,17,6.8,20836,617,6,3,50,20,14460|14461|20375,Gata1|Gata2|Spi1,-1.4
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-3.3,16,6.6,20836,643,6,3,50,20,14461|17260|21349,Gata2|Mef2c|Tal1,-1.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-3.3,16,6.6,20836,646,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-3.1,14,6.1,20836,745,6,3,50,20,12394|17260|21349,Runx1|Mef2c|Tal1,-1.2
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-3,13,6,20836,781,6,3,50,20,14460|17260|20375,Gata1|Mef2c|Spi1,-1.1
