index,Accession,Chromosome,End,Start,Strand,MURK_gene,Δm,scaled Δm,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_r2,scaling,velocity_genes,fit_vars,fit_varu,fit_gamma,fit_beta,fit_offset,fit_a,fit_t,fit_h,fit_intercept,fit_loss,fit_llf,fit_sr2,fit_ur2
Vav2,ENSMUSG00000009621,2,27427033,27262104,-,False,,,-0.0025,0.04341247,0.23656219,0.10087337624731911,True,0.34978718,-0.2277381420135498,0.6206176,False,0.0014953017,0.0054053133,0.34978715,1.6112981,0.0,1.0,0.5,0.30940983,0.0,0.014525436,11520.146,-37.19363,-7.0878086
Brd3,ENSMUSG00000026918,2,27507662,27445579,-,False,,,0.0673,0.59160393,0.2756777,0.27351700332520984,True,0.024339475,-0.07658731937408447,0.07302635,False,0.0817821,0.0035559626,0.024339475,13.693687,0.0,1.0,0.5,2.0133305,0.0,0.9451753,11698.402,-11.926496,-8.07321
Gfi1b,ENSMUSG00000026815,2,28621982,28609450,-,False,,,0.0163,0.7074477,0.43937206,1.0831804917677932,True,0.022892527,-0.0011758804321289062,0.09103333,False,0.10504913,0.011641861,0.02289253,10.984987,0.0,1.0,0.5,3.1215162,0.0,1.7912946,6576.871,-39.12997,-17.236122
Rab14,ENSMUSG00000026878,2,35201120,35180205,-,False,,,0.0749,1.2086254,0.3293618,0.0697791824872502,True,0.007186839,-0.010286450386047363,0.033814028,False,0.33211374,0.0043014903,0.0071868384,29.573524,0.0,1.0,0.5,4.9935336,0.0,5.1056643,11060.372,-14.580171,-11.827679
Ggta1,ENSMUSG00000035778,2,35463231,35400179,-,False,,,0.0028,0.14306673,0.25587362,0.17868569722357855,True,0.2023746,-0.1856480836868286,0.33588165,False,0.009675801,0.0074936775,0.20237459,2.9772391,0.0,1.0,0.5,0.68039554,0.0,0.0731795,9589.792,-22.206303,-5.4639554
Rc3h2,ENSMUSG00000075376,2,37422903,37370069,-,False,,,0.0226,0.050067727,0.25406113,0.17138256639810573,True,0.46617237,-0.6360597610473633,0.7702944,False,0.0018718094,0.020973643,0.46617237,1.2982049,0.0,1.0,0.5,0.47389814,0.0,0.04377351,3868.2876,-81.98537,-21.181911
Golga1,ENSMUSG00000026754,2,39065541,39016155,-,False,,,0.0048,0.033446826,0.26264572,0.20597279836298837,True,0.7249752,-0.8106255531311035,1.1236498,False,0.0009696707,0.014554749,0.7249752,0.88995695,0.0,1.0,0.5,0.25920832,0.0,0.022172809,2299.2812,-47.103935,-20.435242
Scai,ENSMUSG00000035236,2,39190734,39066214,-,False,,,-0.0242,0.024383496,0.25993738,0.19505995129676523,True,1.0749856,-1.2379212379455566,1.40985,False,0.0007860847,0.026010275,1.0749856,0.70929533,0.0,1.0,0.5,0.27709892,0.0,0.054607596,-11589.878,-72.946365,-66.35676
Zeb2,ENSMUSG00000026872,2,45117395,44983632,-,False,,,0.0173,0.08170708,0.24955344,0.15321954542131902,True,3.1840515,-0.8219143152236938,2.3866978,False,0.0057678223,0.5734596,3.1840515,0.41898894,0.0,1.0,0.5,0.77023166,0.0,4.3795133,-219780.81,-71.39329,-725.4169
Prpf40a,ENSMUSG00000061136,2,53191284,53134704,-,False,,,0.0542,1.4948666,0.3571049,0.009744297254451738,True,0.1189341,0.23308122158050537,0.19094199,True,0.2741486,0.014131245,7.863703,103.97803,-0.84599376,1.8055544,0.40277982,4.8774285,0.17747676,0.3876265,6975.5566,0.45954454,0.2358399
Baz2b,ENSMUSG00000026987,2,60209839,59899363,-,False,,,0.0569,0.16071655,0.2417659,0.12184089216570941,True,1.383312,-0.9324097633361816,1.07146,False,0.011610776,0.10418522,1.3833121,0.9333059,0.0,1.0,0.5,0.808638,0.0,0.5483963,-27575.842,-31.39944,-45.71132
Rbms1,ENSMUSG00000026970,2,60963192,60750193,-,False,,,0.0459,0.47985473,0.50771004,1.7060876680316621,True,0.12033891,0.2579795718193054,0.13890378,True,0.13648261,0.0037605138,5.082708,15.533008,0.30799997,3.7432106,-0.29156277,2.856355,-0.016210001,0.19490325,13472.672,0.43031675,0.18715274
Fign,ENSMUSG00000075324,2,64098038,63971507,-,False,,,0.0401,0.026949687,0.21067679,-0.0034277293823718447,True,0.44676694,-0.20555055141448975,0.768162,False,0.0019056201,0.013130426,0.44676694,1.3018087,0.0,1.0,0.5,0.4171293,0.0,0.029773789,5677.6406,-79.3963,-15.817118
Cobll1,ENSMUSG00000034903,2,65239403,65088339,-,False,,,0.0209,0.023374464,0.41938496,0.8375285597107336,True,1.4323313,0.3997528553009033,1.7588537,True,0.001871523,0.004742226,2.210177,0.71268505,-0.08321091,0.27037728,-1.5343066,0.34851095,0.15115644,0.0015329316,12334.371,0.26861793,0.40095335
Stk39,ENSMUSG00000027030,2,68472268,68210445,-,False,,,0.0475,0.13274695,0.26206496,0.20363272715927908,True,0.20646839,-0.026149630546569824,0.31316686,False,0.011116356,0.006933185,0.20646839,3.193186,0.0,1.0,0.5,0.77126044,0.0,0.07627583,10082.939,-26.318512,-4.5946674
Tlk1,ENSMUSG00000041997,2,70825728,70712407,-,False,,,-0.0031,0.25208887,0.21690875,0.0216829746463474,True,0.65555346,-0.7644897699356079,0.78303546,False,0.008750141,0.0839936,0.65555346,1.2770814,0.0,1.0,0.5,0.8896392,0.0,0.16648456,-2827.6143,-33.1232,-15.817024
Sp3,ENSMUSG00000027109,2,72980446,72936427,-,False,,,-0.0053,0.18857533,0.21674725,0.021032241036612668,True,0.18542786,-0.11085450649261475,0.3612711,False,0.0075524747,0.011376197,0.18542786,2.7680044,0.0,1.0,0.5,0.7650637,0.0,0.095025405,7597.5366,-30.671595,-9.422331
Wipf1,ENSMUSG00000075284,2,73529734,73429610,-,False,,,-0.0016,0.041221093,0.22158012,0.040505495343500085,True,0.567669,-0.596000075340271,0.79396504,False,0.001962185,0.022156186,0.567669,1.2595013,0.0,1.0,0.5,0.48952013,0.0,0.05580597,1884.4229,-93.20833,-27.232586
Atf2,ENSMUSG00000027104,2,73892639,73816509,-,False,,,-0.0158,0.15498435,0.22095707,0.03799502535916455,True,0.60388327,-0.6593716144561768,0.72008914,False,0.0061191916,0.052369874,0.60388327,1.3887169,0.0,1.0,0.5,0.80733603,0.0,0.13552606,-1130.3613,-50.685516,-17.480652
Nfe2l2,ENSMUSG00000015839,2,75704641,75675513,-,False,,,0.0129,0.55153716,0.28690287,0.34282131381602093,True,0.13963923,-0.38863635063171387,0.24484858,False,0.062087536,0.03880053,0.13963923,4.084157,0.0,1.0,0.5,2.071734,0.0,0.8725322,310.6045,-24.133366,-12.554242
Prkra,ENSMUSG00000002731,2,76648015,76629898,-,False,,,0.0548,0.28360683,0.26275104,0.20639717418450573,True,0.038333498,-0.23281395435333252,0.1323104,False,0.028144538,0.0050493767,0.038333498,7.5579844,0.0,1.0,0.5,1.2262998,0.0,0.35475686,10897.996,-22.926258,-10.218398
Ccdc141,ENSMUSG00000044033,2,77170636,77009902,-,False,,,-0.0313,0.031111838,0.2730507,0.24789798333577223,True,1.0700778,-1.025984287261963,1.4106745,False,0.0011127032,0.02749513,1.0700778,0.7088808,0.0,1.0,0.5,0.28834537,0.0,0.056229237,-11355.014,-52.615395,-46.84432
Cwc22,ENSMUSG00000027014,2,77946375,77881159,-,False,,,-0.021,0.03922367,0.24576628,0.1379597882353713,True,0.53389823,-0.5809705257415771,0.90210944,False,0.001159966,0.011035979,0.53389823,1.108513,0.0,1.0,0.5,0.3017643,0.0,0.018705415,6327.5635,-51.35792,-13.920654
Tfpi,ENSMUSG00000027082,2,84476775,84432855,-,False,,,0.0233,0.36001095,0.6514801,2.5937257893141985,True,0.02075254,0.280686616897583,0.04966936,True,0.07184153,0.00028206845,5.0118117,44.462917,0.19855192,3.1867979,-0.39121562,2.6393626,-0.016529724,0.11433452,26183.885,0.45621634,0.13515627
Selenoh,ENSMUSG00000076437,2,84670770,84669215,-,False,,,0.0801,0.7947568,0.2572079,-0.012219185310868364,True,0.87634003,0.24200034141540527,0.8116288,True,0.06737316,0.07024232,1.5411192,1.3408681,0.2929053,0.56949246,-0.79558855,2.617564,0.73560464,0.10663146,-893.5386,0.5676346,0.31569737
Zdhhc5,ENSMUSG00000034075,2,84715180,84687970,-,False,,,-0.006,0.0859953,0.20913358,-0.009645843870742203,True,0.23326358,-0.13568830490112305,0.50761193,False,0.002643548,0.0058058575,0.2332636,1.9700089,0.0,1.0,0.5,0.39819992,0.0,0.022814484,11279.795,-29.226465,-6.472404
Mdk,ENSMUSG00000027239,2,91932297,91929805,-,False,,,0.0643,2.176201,1.3442976,2.2020279980662125,True,0.001132389,-0.003192424774169922,0.0046376404,False,9.98,0.0009967862,0.0011323888,215.62689,0.0,1.0,0.5,16.54106,0.0,64.87443,18026.71,-5.1642303,-4.4260736
Dgkz,ENSMUSG00000040479,2,91975864,91932824,-,False,,,0.0608,0.3358299,0.27906033,0.29440136363819747,True,0.13232625,-0.15375471115112305,0.19499111,False,0.04062295,0.018026203,0.13232626,5.128439,0.0,1.0,0.5,1.8385303,0.0,0.5849596,4633.825,-39.894226,-11.59085
Tspan18,ENSMUSG00000027217,2,93334505,93201760,-,False,,,0.034,0.035553373,0.3120677,0.4051107323170311,True,0.5257266,0.509382426738739,0.6772105,True,0.0034441755,0.0012697567,3.8336775,1.5255888,-0.012469911,1.3306353,-0.84505403,0.5680371,0.04075648,0.002768683,18800.89,0.25580764,0.4079079
Hsd17b12,ENSMUSG00000027195,2,94157964,94032689,-,False,,,0.0351,0.5083027,0.27578524,0.2741808750808552,True,0.07021855,-0.17609870433807373,0.13288721,False,0.069195986,0.008366841,0.070218556,7.5251784,0.0,1.0,0.5,1.7479745,0.0,0.7377034,6814.5957,-13.293348,-8.490059
Ttc17,ENSMUSG00000027194,2,94406689,94300767,-,False,,,-0.0171,0.018031614,0.21865444,0.028716937841958532,True,2.550929,-2.682119846343994,2.762388,False,0.00054905936,0.07699323,2.5509293,0.36200562,0.0,1.0,0.5,0.21925505,0.0,0.22064355,-103753.35,-76.41086,-435.59918
Cd44,ENSMUSG00000005087,2,102901665,102811141,-,False,,,0.028,0.047694262,0.25132677,0.1603648862554297,True,0.13314945,-0.04982948303222656,0.33215433,False,0.0020157844,0.0025601054,0.13314946,3.0106487,0.0,1.0,0.5,0.3968127,0.0,0.024285708,15131.045,-45.06786,-8.702293
Caprin1,ENSMUSG00000027184,2,103797649,103762941,-,False,,,0.0164,0.8797264,0.26402116,0.028750676384605225,True,0.17476806,-0.30805885791778564,0.2373772,False,0.114807844,0.08441215,0.17476806,4.2127047,0.0,1.0,0.5,3.094122,0.0,2.5029202,-5087.1934,-14.582211,-14.441872
Qser1,ENSMUSG00000074994,2,104816696,104754795,-,False,,,0.003,0.13660797,0.22825758,0.06741127067045141,True,0.54139686,-0.5249233245849609,0.6681483,False,0.0050411075,0.024102194,0.54139686,1.4966738,0.0,1.0,0.5,0.59853745,0.0,0.061672274,3657.4517,-32.227238,-9.412615
Rcn1,ENSMUSG00000005973,2,105399319,105386291,-,False,,,0.0217,1.3349547,0.50083894,0.5408375139102717,True,0.009269085,-0.007562875747680664,0.031538926,False,0.66430473,0.005796631,0.009269083,31.70685,0.0,1.0,0.5,5.933629,0.0,8.441757,9147.545,-9.88936,-9.365206
Emc4,ENSMUSG00000027131,2,112368027,112363011,-,False,,,0.101,0.38275898,0.26148286,0.18587783558300264,True,0.004003698,-0.011738061904907227,0.032793317,False,0.041259825,0.0004073248,0.0040036975,30.494019,0.0,1.0,0.5,1.495668,0.0,0.44874245,23473.906,-17.430107,-7.5573053
Meis2,ENSMUSG00000027210,2,116065839,115863064,-,False,,,0.0159,0.022668077,0.42530003,0.8613624136799752,True,0.27473786,-0.0533527135848999,0.597213,False,0.0016038716,0.016890684,0.27473786,1.6744446,0.0,1.0,0.5,0.5668699,0.0,0.050152015,5811.004,-253.74799,-45.551685
Ino80,ENSMUSG00000034154,2,119477687,119373042,-,False,,,0.015,0.12737067,0.22545478,0.05611781829401343,True,0.93848586,-1.2456238269805908,0.8968049,False,0.0057979524,0.057220608,0.93848586,1.1150697,0.0,1.0,0.5,0.64310646,0.0,0.16295697,-6220.0737,-37.240993,-24.850195
Ehd4,ENSMUSG00000027293,2,120154606,120089175,-,False,,,0.0583,0.23409471,0.22861733,0.06886080110099356,True,0.097473316,-0.16227376461029053,0.193373,False,0.023934841,0.009603681,0.0974733,5.171353,0.0,1.0,0.5,1.323733,0.0,0.30699465,7912.902,-38.191456,-10.602326
Zfp106,ENSMUSG00000027288,2,120563843,120506820,-,False,,,0.0312,0.5857135,0.31351203,0.5071065733467125,True,0.050223626,-0.09698498249053955,0.10358627,False,0.07858491,0.005946705,0.050223622,9.653789,0.0,1.0,0.5,1.8603244,0.0,0.9023162,8141.1475,-8.771253,-7.223174
Epb42,ENSMUSG00000023216,2,121037072,121017891,-,False,,,-0.0658,0.28949296,0.25672534,0.18211756949385144,True,0.037023604,0.08782607316970825,0.09642303,True,0.01463377,0.00035534118,3.8752258,116.98956,-0.08549124,0.6723891,2.0900605,1.8613039,-0.0047113313,0.03821941,25050.604,0.66632724,0.12861657
Fbn1,ENSMUSG00000027204,2,125507993,125300594,-,False,,,0.0376,0.021633143,0.34095415,0.521504147185821,True,0.34328818,0.44907915592193604,0.5097768,True,0.002333926,0.00073095335,4.10933,6.5103974,-0.036699455,0.5604673,-1.3564526,0.44734982,0.0125032775,0.0028127404,21510.967,0.2796827,0.13199139
Gabpb1,ENSMUSG00000027361,2,126676337,126627442,-,False,,,-0.0016,0.23368335,0.20853977,-0.012038511738238883,True,0.75751936,-1.5535078048706055,0.6541199,False,0.01962614,0.10229199,0.75751936,1.5287716,0.0,1.0,0.5,1.1275973,0.0,0.31703568,-4338.5654,-34.569965,-15.207962
Trpm7,ENSMUSG00000027365,2,126876230,126791565,-,False,,,-0.0114,0.20829333,0.21326523,0.0070019608876217805,True,0.43678585,-0.4321185350418091,0.59963894,False,0.008066356,0.040914692,0.43678588,1.6676702,0.0,1.0,0.5,0.8374924,0.0,0.11583004,1670.7607,-36.762383,-11.859479
Anapc1,ENSMUSG00000014355,2,128687391,128610104,-,False,,,0.003,0.26047912,0.21200733,0.0019334677708689617,True,0.14653216,-0.2511240243911743,0.30040258,False,0.012190938,0.01438686,0.14653218,3.3288662,0.0,1.0,0.5,0.96643627,0.0,0.18647958,6055.209,-25.316895,-10.923758
Zc3h8,ENSMUSG00000027387,2,128944077,128926268,-,False,,,0.0293,0.2795444,0.2082074,-0.013377745283647002,True,0.022111516,-0.027977824211120605,0.103844196,False,0.01332134,0.0020032476,0.022111515,9.629811,0.0,1.0,0.5,1.0623642,0.0,0.22500631,15526.764,-25.007317,-10.5191145
1700037H04Rik,ENSMUSG00000027327,2,131160081,131146324,-,False,,,-0.0097,0.9191297,0.31177026,0.3158782340221951,True,0.004146037,-0.00020170211791992188,0.031509284,False,0.13434005,0.0014412368,0.0041460367,31.736677,0.0,1.0,0.5,2.8438683,0.0,1.787421,17044.059,-8.26374,-9.489376
Pcna,ENSMUSG00000027342,2,132253314,132249162,-,False,,,-0.0412,1.5280204,0.36426464,0.03619933366244301,True,0.00797906,0.05731356143951416,0.045874525,False,0.45186567,0.011655173,0.007979061,21.798592,0.0,1.0,0.5,5.996765,0.0,7.4368505,6239.0107,-9.822771,-15.109024
Rrbp1,ENSMUSG00000027422,2,144011263,143947395,-,False,,,0.0552,0.5203392,0.42449012,1.1922868091489491,True,0.034669884,-0.04848039150238037,0.076488264,False,0.107504845,0.0042295447,0.034669887,13.073901,0.0,1.0,0.5,2.2231364,0.0,1.0611018,10600.35,-16.145996,-7.172393
Trib3,ENSMUSG00000032715,2,152344032,152337422,-,False,,,-0.0321,0.090904035,0.26365232,0.21002874565998048,True,0.06781802,0.20704364776611328,0.14368637,True,0.006928458,0.00016470098,3.440988,75.780304,0.016326802,3.4198837,1.4995521,0.84003454,-0.0027943316,0.007977468,28824.21,0.3369822,0.23941588
Nol4l,ENSMUSG00000061411,2,153529971,153407462,-,False,,,0.0372,0.112970814,0.25104067,0.1592120826655693,True,1.6335874,-0.277498722076416,1.5574375,False,0.0072567463,0.15990901,1.6335875,0.6420803,0.0,1.0,0.5,0.6360837,0.0,0.6097605,-45414.016,-27.37322,-68.02242
E2f1,ENSMUSG00000027490,2,154569892,154559407,-,False,,,-0.0187,0.3422117,0.2544859,0.14267851548359542,True,0.28688696,-0.21062541007995605,0.39873502,False,0.02215457,0.03855084,0.28688696,2.5079312,0.0,1.0,0.5,1.2402,0.0,0.26642984,1565.9961,-21.694563,-8.540158
Rbm39,ENSMUSG00000027620,2,156180238,156147239,-,False,,,0.0815,1.7504047,0.50779927,0.11120508798842757,True,0.2856262,-1.2205548286437988,0.24516807,False,0.8666849,0.6111891,0.28562617,4.0788345,0.0,1.0,0.5,8.064346,0.0,31.902678,-22000.305,-7.380019,-26.4161
Sla2,ENSMUSG00000027636,2,156887192,156872457,-,False,,,0.0426,0.35987964,0.7274919,3.0630238725772734,True,0.05237019,0.20189636945724487,0.092472166,True,0.07952311,0.0011382422,2.861273,26.636003,-0.121809274,1.0142599,-0.65695316,2.3570309,0.027128164,0.1331107,19337.475,0.49383765,0.15320587
Snhg17,ENSMUSG00000085385,2,158361580,158353700,-,False,,,0.0145,0.22269481,0.22122224,0.03906347014466275,True,0.025153866,-0.03309071063995361,0.119535685,False,0.009547755,0.0014479388,0.025153864,8.365703,0.0,1.0,0.5,0.7666575,0.0,0.12290881,17111.611,-18.061302,-8.510204
Serinc3,ENSMUSG00000017707,2,163645131,163623272,-,False,,,-0.0167,0.5865962,0.34131154,0.6787411581723006,True,0.14849661,-0.08065009117126465,0.2939692,False,0.05678785,0.060922273,0.1484966,3.4017167,0.0,1.0,0.5,1.9710215,0.0,0.87281007,-1363.2881,-23.753534,-16.344505
Zmynd8,ENSMUSG00000039671,2,165899016,165784152,-,False,,,0.0322,0.20028391,0.25996113,0.19515565801146512,True,0.46894816,-0.7312999963760376,0.5370765,False,0.013016313,0.037063953,0.46894816,1.8619323,0.0,1.0,0.5,0.91981125,0.0,0.13019857,2178.732,-27.101587,-7.0041056
Sall4,ENSMUSG00000027547,2,168767943,168748332,-,False,,,0.0104,0.14538531,0.266683,0.222240418104113,True,0.03857619,-0.023078203201293945,0.119236544,False,0.011247575,0.0018257374,0.03857619,8.38669,0.0,1.0,0.5,0.93554157,0.0,0.15300919,16078.85,-39.246616,-9.879952
Aurka,ENSMUSG00000027496,2,172370535,172356190,-,False,,,0.1632,1.2490802,0.5100587,0.5749042880384255,True,0.009635301,-0.10454404354095459,0.027086444,False,0.9019251,0.0038845951,0.009635302,36.918835,0.0,1.0,0.5,5.632321,0.0,8.195522,10624.679,-8.81979,-7.554492
Ctsz,ENSMUSG00000016256,2,174439039,174427493,-,False,,,0.0239,1.16334,0.5280921,1.0011928685387739,True,0.002189288,0.01334536075592041,0.01417659,False,0.4532876,0.00075653393,0.002189288,70.538826,0.0,1.0,0.5,4.9160767,0.0,4.760456,20043.482,-10.013288,-6.7147346
Taf4,ENSMUSG00000039117,2,179976646,179912152,-,False,,,0.0065,0.06652646,0.2560474,0.17938590532071144,True,0.06884831,-0.059986114501953125,0.23689273,False,0.002250053,0.0013366628,0.068848304,4.22132,0.0,1.0,0.5,0.396407,0.0,0.026885703,17916.982,-37.253517,-9.109684
Lama5,ENSMUSG00000015647,2,180225859,180176373,-,False,,,0.0072,0.022557436,0.30971166,0.3956175148382381,True,0.2863232,0.017656266689300537,0.55401355,True,0.00079174025,0.00026650217,3.2045255,5.4473433,-0.06949446,0.19555397,-1.7571161,0.2615498,0.013394324,0.0008682802,26462.473,0.28761798,0.21886498
Dido1,ENSMUSG00000038914,2,180709999,180657964,-,False,,,-0.0016,0.12831576,0.21350144,0.00795374435150026,True,0.30426392,-0.09388852119445801,0.5187792,False,0.004861474,0.012912283,0.30426392,1.9276023,0.0,1.0,0.5,0.60553217,0.0,0.047978956,7418.5176,-33.040737,-6.974051
Gmeb2,ENSMUSG00000038705,2,181288035,181251449,-,False,,,-0.0184,0.04419827,0.25479382,0.17433482434151382,True,1.1924595,-1.2606120109558105,1.3856256,False,0.0013124645,0.04556921,1.1924595,0.72169566,0.0,1.0,0.5,0.35651138,0.0,0.10991951,-16590.152,-68.11136,-81.80716
Rgs19,ENSMUSG00000002458,2,181693977,181688419,-,False,,,0.0376,0.27942312,0.26406938,0.21170919705961655,True,0.27566016,0.25832265615463257,0.33907387,True,0.018072847,0.0032426564,2.143251,4.2413354,-0.08750879,0.66711444,-0.7851172,1.3500594,0.1022172,0.02820411,14199.778,0.58678246,0.35577685
Fam107b,ENSMUSG00000026655,2,3782142,3570488,+,False,,,0.0332,0.057305392,0.41985336,0.8394159153380082,True,0.15052019,-0.3048708438873291,0.25304705,False,0.014254808,0.0144442,0.1505202,3.9518342,0.0,1.0,0.5,1.2771639,0.0,0.23233996,6721.2896,-117.998825,-19.226023
Usp6nl,ENSMUSG00000039046,2,6446390,6322667,+,False,,,0.0015,0.08623579,0.2412482,0.1197549180865985,True,0.52955854,-0.43765056133270264,0.72012407,False,0.0031880885,0.021113826,0.52955854,1.3886496,0.0,1.0,0.5,0.52242976,0.0,0.050940614,3772.85,-39.719273,-10.830712
Prkcq,ENSMUSG00000026778,2,11301222,11172108,+,False,,,0.003,0.013445021,0.83642507,2.517925261218132,True,0.19822064,0.5914873480796814,0.2515412,True,0.007395036,0.00025951312,0.09741676,13.438445,-0.5322102,0.19305484,-0.21599323,0.61796165,0.015893651,0.004101487,26592.887,-0.6755074,0.07116389
Vim,ENSMUSG00000026728,2,13582826,13573927,+,False,,,0.1014,0.5026546,1.5663064,8.241875110371241,True,0.0018761895,0.07091456651687622,0.00578696,False,1.8581467,0.0003798329,0.0018761894,172.8023,0.0,1.0,0.5,8.614028,0.0,13.485017,23796.281,-33.834743,-6.9299707
Stam,ENSMUSG00000026718,2,14149634,14074098,+,False,,,-0.0103,0.13272958,0.22137006,0.039659085332757284,True,0.20573194,-0.19136786460876465,0.40753287,False,0.004942283,0.00929685,0.20573196,2.4537897,0.0,1.0,0.5,0.61849254,0.0,0.05831504,8825.828,-37.799603,-9.641185
Commd3,ENSMUSG00000051154,2,18676231,18672384,+,False,,,-0.0226,0.60030943,0.3802793,0.9193286136180562,True,0.010901984,-0.011607050895690918,0.065388784,False,0.09571171,0.007950806,0.010901987,15.293142,0.0,1.0,0.5,3.6261773,0.0,2.2120128,8868.118,-118.393265,-36.019436
Etl4,ENSMUSG00000036617,2,20810713,19909780,+,False,,,0.0489,0.047062416,0.3542673,0.5751473404821211,True,2.305728,0.679047554731369,2.648024,True,0.004883579,0.028654234,6.4943733,1.3570988,-0.03873138,1.0187844,-0.92093986,0.732059,0.07868908,0.004086439,3506.7861,0.40752226,0.50421107
Gad2,ENSMUSG00000026787,2,22693874,22622205,+,False,,,0.0398,0.009258287,0.36832097,0.6317743737368432,True,0.27007154,0.3938106894493103,0.41868532,True,0.00071478006,0.00014051526,2.7873147,6.5499625,-0.058705114,0.20750953,-1.8301762,0.22484037,0.009368798,0.00080158224,29603.598,0.23846114,0.1460715
Zmynd19,ENSMUSG00000026974,2,24962075,24949792,+,False,,,0.0286,0.6389358,0.31856912,0.35676153777878056,True,0.0042390195,0.00026494264602661133,0.032987177,False,0.08035648,0.00083928485,0.0042390195,30.31481,0.0,1.0,0.5,2.1389296,0.0,0.933114,19803.125,-11.586263,-7.3159075
Egfl7,ENSMUSG00000026921,2,26593120,26580014,+,False,,,0.0684,0.30402255,0.29471937,0.335208445222823,True,0.20501256,0.24318993091583252,0.2921632,True,0.024498144,0.002829904,1.3542668,2.6815495,-0.05107104,0.57247835,-0.8157012,1.22181,0.13186607,0.03315295,14867.917,0.44423103,0.24793255
Cacfd1,ENSMUSG00000015488,2,27021089,27009926,+,False,,,-0.011,0.1015137,0.23438998,0.09212077503315778,True,0.055818845,-0.14879214763641357,0.23939738,False,0.0038719624,0.0038696898,0.05581885,4.177155,0.0,1.0,0.5,0.6267736,0.0,0.07570202,12737.602,-52.69723,-15.172918
Olfm1,ENSMUSG00000026833,2,28230736,28192992,+,False,,,-0.0366,0.14606671,0.29363564,0.3308417212913977,True,0.043377664,0.015863120555877686,0.153623,True,0.013234454,0.00022238251,31.417719,616.16907,-0.24087335,3.9554636,0.61258733,0.46686637,-0.00030024105,0.009422977,27350.648,-0.37107718,0.025379777
Tsc1,ENSMUSG00000026812,2,28691167,28641228,+,False,,,0.0052,0.049390376,0.2396711,0.1134002083812004,True,0.92068684,-1.0979785919189453,1.0718268,False,0.0017108396,0.026317444,0.9206869,0.93298656,0.0,1.0,0.5,0.37787238,0.0,0.066369236,-5386.046,-53.529137,-34.70406
Ddx31,ENSMUSG00000026806,2,28905571,28840406,+,False,,,0.0092,0.1684262,0.23346928,0.08841096902239197,True,0.28768623,-0.26287126541137695,0.50185734,False,0.0064943135,0.020808738,0.28768623,1.9925982,0.0,1.0,0.5,0.73606753,0.0,0.08304691,5051.4756,-37.84131,-10.402472
Ttf1,ENSMUSG00000026803,2,29087656,29060262,+,False,,,-0.0032,0.11043011,0.22139682,0.039766920501892136,True,0.054078646,-0.0591200590133667,0.2420607,False,0.003905952,0.0026365565,0.054078642,4.131195,0.0,1.0,0.5,0.50834477,0.0,0.050635096,14600.394,-36.35158,-11.968355
Setx,ENSMUSG00000043535,2,29182471,29124181,+,False,,,0.0129,0.08725402,0.23286378,0.08597122834164266,True,0.79260856,-0.9840716123580933,0.8846963,False,0.003156826,0.034532417,0.7926086,1.1303314,0.0,1.0,0.5,0.52523404,0.0,0.08828908,-2321.829,-45.863792,-22.66423
Rapgef1,ENSMUSG00000039844,2,29740978,29619720,+,False,,,0.0157,0.14852697,0.22625779,0.05935341374474188,True,0.8887547,-0.7271703481674194,0.8745033,False,0.006550014,0.04461743,0.8887547,1.1435063,0.0,1.0,0.5,0.601432,0.0,0.108716555,-2903.6704,-20.689066,-11.825358
Sptan1,ENSMUSG00000057738,2,30031451,29965560,+,False,,,0.0277,0.10122145,0.31275856,0.40789451281912936,True,0.40881452,0.2463076114654541,0.50480014,True,0.005446444,0.001608241,6.6329045,10.79623,-0.15698361,0.39063153,-1.1348652,0.80214167,0.022751974,0.0063112034,17641.172,0.5565024,0.48725075
Set,ENSMUSG00000054766,2,30072577,30057378,+,False,,,0.1573,2.4219465,0.9344094,0.9692272814633429,True,0.00059058605,0.018905222415924072,0.0037896612,False,8.003693,0.0007950704,0.000590586,263.87582,0.0,1.0,0.5,19.034998,0.0,72.777626,19554.447,-5.409371,-5.650517
Endog,ENSMUSG00000015337,2,30174069,30171493,+,False,,,0.0377,0.76475114,0.44007945,1.0874341961931535,True,0.00032843882,0.002072453498840332,0.0061441725,False,0.19285989,5.3916112e-05,0.0003284388,162.75584,0.0,1.0,0.5,2.8377855,0.0,1.625944,33624.99,-8.907587,-5.07391
Nup188,ENSMUSG00000052533,2,30344266,30286397,+,False,,,0.0095,0.1643466,0.20762719,-0.015715594938771674,True,0.07068534,-0.09341740608215332,0.21907574,False,0.0067273676,0.0036368668,0.07068534,4.5646315,0.0,1.0,0.5,0.7048433,0.0,0.08982035,12727.282,-27.51641,-8.878854
Ass1,ENSMUSG00000076441,2,31520672,31470207,+,False,,,0.008,0.15340836,0.55709124,1.3923941222848706,True,0.016077172,0.02805614471435547,0.08135216,True,0.016811006,8.325278e-05,0.0057296255,341.17957,-0.44761807,1.8086112,0.4319785,0.6788834,0.0035806699,0.012579422,32172.352,-0.3247856,0.013592541
