Regulator	Target	SINGE_Score
ETS1	FOXA2	0.00035
PHB	WHSC1	0.00035
NFIL3	ETS1	0.00035
KDM5B	DNMT3A	0.00035
TGIF1	MTF2	0.00035
RERE	ID1	0.00035
EGR1	ZC3H7A	0.00035
REST	KLF10	0.00035
CREB3L2	POU5F1	0.00035
SOX7	PHB	0.00035
XBP1	SALL4	0.00035
ID2	KLF10	0.00034
HNRNPK	EGR1	0.00034
KDM5B	ESRRB	0.00034
BCL3	SATB2	0.00034
GATA6	SNAI1	0.00034
TCF15	DNMT3B	0.00034
WHSC1	PEG3	0.00034
REST	EGR1	0.00034
REST	ZFP296	0.00034
MYBL2	DDIT3	0.00034
KLF10	TBX3	0.00034
ZFP57	TET2	0.00034
ZFP296	TEAD4	0.00034
HMGA2	ETV5	0.00034
ELF2	ZFP42	0.00034
TEAD4	SALL4	0.00034
CREB3	NFXL1	0.00034
BMP2	ZFP296	0.00034
PURB	TRP53	0.00034
TRP53	HOPX	0.00034
MTF2	DDIT3	0.00034
FOXA2	MTF2	0.00034
ELF2	BMYC	0.00034
DNMT3L	ELF3	0.00034
MYBL2	NFXL1	0.00034
ZFP710	ETS1	0.00034
TBX3	ZBTB10	0.00034
TET2	KLF3	0.00034
SOX7	GATA6	0.00034
EPAS1	JARID2	0.00034
TCF15	TBX3	0.00034
KLF10	PARP1	0.00034
EGR1	SATB2	0.00034
HMGA1	SOX17	0.00034
ELF3	HOPX	0.00034
SOX17	POU5F1	0.00034
DNMT3B	POU5F1	0.00034
ZFP42	RBPJ	0.00034
JARID2	ZC3H7A	0.00034
CREB3	TEAD4	0.00034
BHLHE40	ZFHX3	0.00034
KLF4	ZC3H7A	0.00034
ZFP532	ZFP428	0.00034
SOX2	HOPX	0.00034
SALL4	NFXL1	0.00034
RERE	JUN	0.00034
BHLHE40	TET1	0.00034
RUNX1	PHB	0.00034
HMGA2	ZFP42	0.00034
TBX3	SOX17	0.00034
DNMT3B	XBP1	0.00034
PHB	ZC3H7A	0.00034
CREB3	L3MBTL3	0.00034
ZFP296	SMAD7	0.00034
ETV4	TET1	0.00034
ZBTB10	BHLHE40	0.00034
RBPJ	FOXA2	0.00034
KLF2	TRP53	0.00033
RERE	KLF6	0.00033
TET2	ZFP428	0.00033
TFCP2L1	NFIL3	0.00033
CARHSP1	DNMT3B	0.00033
RERE	UTF1	0.00033
ID3	ZFP462	0.00033
PARP1	CARHSP1	0.00033
JARID2	BMP2	0.00033
DDIT3	SMAD7	0.00033
ZBTB10	NFIL3	0.00033
HMGA2	EGR1	0.00033
EPAS1	ESRRB	0.00033
HMGA1	DNMT3A	0.00033
PHB	KDM5B	0.00033
DDIT3	TGIF1	0.00033
EGR1	ZFHX3	0.00033
KLF3	CREB3	0.00033
MTF2	HOPX	0.00033
TAX1BP3	SOX7	0.00033
ZBTB44	TRP53	0.00033
TEAD4	WHSC1	0.00033
ZFHX3	SIX1	0.00033
REST	NR0B1	0.00033
ZC3H7A	GATA6	0.00033
ZFP710	RBPJ	0.00033
JUN	MSC	0.00033
POU5F1	PHB	0.00033
ZBTB10	XBP1	0.00033
ZBTB44	PARP1	0.00033
HMGA2	KLF3	0.00033
PEG3	SIX1	0.00033
KLF4	KLF3	0.00033
DNMT3L	HNRNPK	0.00033
ZBTB44	KDM5B	0.00033
PEG3	ZC3H7A	0.00033
EGR1	SIX1	0.00033
PHB	ELF3	0.00033
TGIF1	BCL3	0.00033
RERE	ZFP462	0.00033
ZFP57	ZFP428	0.00033
MTF2	FOXQ1	0.00033
KLF4	ZFP42	0.00033
PURB	SATB2	0.00033
ZFHX3	TFCP2L1	0.00033
MYCN	RHOX6	0.00033
ZFP296	RBPJ	0.00033
KDM5B	PURB	0.00033
DNMT3B	NFXL1	0.00033
FOXA2	TET2	0.00033
ZFP296	BCL3	0.00033
MTF2	SNAI1	0.00033
ELF2	MSX2	0.00033
REST	TGIF1	0.00033
TET2	MSC	0.00033
TGIF1	ZFP428	0.00033
SOX2	TFCP2L1	0.00033
SOX2	MYBL2	0.00033
MSX2	ESRRB	0.00033
ID2	ZC3H7A	0.00033
EPAS1	CREB3	0.00033
SIX1	GATA6	0.00033
PHB	GATA6	0.00032
TRP53	ZC3H7A	0.00032
ZFP296	SIX1	0.00032
KLF3	DDIT3	0.00032
HMGA1	BHLHE40	0.00032
KDM5B	EGR1	0.00032
WHSC1	XBP1	0.00032
TGIF1	ZBTB10	0.00032
ZC3H7A	TCF15	0.00032
WHSC1	TET2	0.00032
BCL3	BMYC	0.00032
MYBL2	CREB3	0.00032
BCL3	FOXA2	0.00032
ETS1	XBP1	0.00032
SNAI1	EGR1	0.00032
BMYC	ZBTB44	0.00032
ZBTB10	RBPJ	0.00032
HMGA2	ELF2	0.00032
KLF2	RUNX1	0.00032
MYCN	MYBL2	0.00032
GATA4	ID3	0.00032
DNMT3L	KDM5B	0.00032
TET1	HOPX	0.00032
REST	MSX2	0.00032
RERE	SATB2	0.00032
ZFP57	SNAI1	0.00032
MSC	TFCP2L1	0.00032
FOXQ1	PEG3	0.00032
JARID2	KLF4	0.00032
EGR1	TAX1BP3	0.00032
AFF1	HMGA2	0.00032
ETS1	RBPJ	0.00032
TAX1BP3	GATA4	0.00032
ID1	PHB	0.00032
TFEB	AFF1	0.00032
RUNX1	ZFHX3	0.00032
KLF3	ZBTB10	0.00032
ZBTB44	ZFHX3	0.00032
NFIL3	AFF1	0.00032
BCL3	RUNX1	0.00032
ID1	ZFP462	0.00032
DDIT3	TRP53	0.00032
KLF3	SALL4	0.00032
FOXA2	SATB2	0.00032
MTF2	L3MBTL3	0.00032
MYBL2	JUN	0.00032
TRP53	JUN	0.00032
SOX17	BMP2	0.00032
MSC	ELF3	0.00032
NR0B1	TEAD4	0.00032
HMGA1	DNMT3B	0.00032
ERF	HNRNPK	0.00032
MSX2	SMAD7	0.00032
SOX2	SOX7	0.00032
KDM5B	SATB2	0.00032
ZFHX3	HOPX	0.00032
KLF3	SMAD7	0.00032
NR0B1	ID2	0.00032
ZFP42	TEAD4	0.00032
HNRNPK	ZFP57	0.00032
NFXL1	HOPX	0.00032
BMYC	AFF1	0.00032
KDM5B	TRP53	0.00032
POU5F1	ETS1	0.00032
ELF3	CARHSP1	0.00032
ELF2	MTF2	0.00032
NFIL3	HNRNPK	0.00032
SMAD7	TRP53	0.00032
ELF3	POU5F1	0.00032
REST	HMGA2	0.00031
ZBTB44	SMAD7	0.00031
KLF10	TFEB	0.00031
GATA6	SMAD7	0.00031
KLF4	KLF10	0.00031
TRP53	EPAS1	0.00031
DNMT3A	CREB3L2	0.00031
KLF10	POU5F1	0.00031
BCL3	SMAD7	0.00031
DNMT3L	BHLHE40	0.00031
ID3	MSX2	0.00031
HMGA2	ZFHX3	0.00031
ZFHX3	ID1	0.00031
ETV4	REST	0.00031
ZBTB10	ERF	0.00031
SOX2	ZBTB10	0.00031
ZFP57	XBP1	0.00031
ZFP710	CARHSP1	0.00031
EPAS1	CARHSP1	0.00031
RERE	KLF10	0.00031
WHSC1	AFF1	0.00031
RARG	SOX2	0.00031
KLF6	RHOX6	0.00031
MTF2	PARP1	0.00031
ETV4	SATB2	0.00031
ZBTB10	GATA6	0.00031
L3MBTL3	CREB3L2	0.00031
MSX2	HNRNPK	0.00031
ZFP42	KLF6	0.00031
HMGA2	SIX1	0.00031
TBX3	PHB	0.00031
JARID2	HOPX	0.00031
L3MBTL3	SIX1	0.00031
JARID2	ID1	0.00031
HNF1B	HMGA1	0.00031
ZBTB44	BCL3	0.00031
ETV5	UTF1	0.00031
ZBTB44	ETS1	0.00031
NR0B1	HNRNPK	0.00031
ETV4	SMAD7	0.00031
HMGA2	ZBTB10	0.00031
KDM5B	TFEB	0.00031
ZFP710	RHOX6	0.00031
POU5F1	SIX1	0.00031
RBPJ	ZC3H7A	0.00031
SIX1	SATB2	0.00031
TAX1BP3	KLF4	0.00031
L3MBTL3	BMYC	0.00031
HMGA1	RBPJ	0.00031
MYBL2	SNAI1	0.00031
SOX17	MYBL2	0.00031
ETV4	JUN	0.00031
ZBTB10	L3MBTL3	0.00031
MTF2	TAX1BP3	0.00031
MTF2	ERF	0.00031
BCL3	TET2	0.00031
ZFP428	RERE	0.00031
ZFP42	HNRNPK	0.00031
MTF2	JUN	0.00031
ID1	HMGA1	0.00031
MTF2	ZFP462	0.00031
SIX1	KDM5B	0.00031
TBX3	ZFP710	0.00031
TFEB	TGIF1	0.00031
KLF4	NFXL1	0.00031
TBX3	TET2	0.00031
SOX17	MTF2	0.00031
MYCN	BHLHE40	0.00031
ZBTB10	ZFP296	0.00031
ELF2	L3MBTL3	0.00031
NFIL3	RUNX1	0.00031
DDIT3	KLF10	0.0003
ZFP296	CREB3L2	0.0003
PEG3	RUNX1	0.0003
RERE	NFXL1	0.0003
FOXA2	TFCP2L1	0.0003
ZBTB44	HNRNPK	0.0003
HMGA1	SNAI1	0.0003
AFF1	JUN	0.0003
L3MBTL3	DNMT3A	0.0003
GATA6	TCF7L2	0.0003
REST	ZFP428	0.0003
ZFP532	KLF10	0.0003
FOXA2	HMGA2	0.0003
TRP53	TEAD4	0.0003
WHSC1	BCL3	0.0003
ETS1	BMYC	0.0003
ZFP57	ZC3H7A	0.0003
TET2	BCL3	0.0003
TRP53	POU5F1	0.0003
MTF2	SALL4	0.0003
ZFP296	ZFP57	0.0003
KLF4	TET1	0.0003
DDIT3	ZFP428	0.0003
ZFP296	KDM5B	0.0003
BMYC	TET1	0.0003
DNMT3L	POU5F1	0.0003
KLF2	ELF2	0.0003
HNF1B	REST	0.0003
SOX2	WHSC1	0.0003
WHSC1	TEAD4	0.0003
MYCN	POU5F1	0.0003
SOX7	WHSC1	0.0003
POU5F1	KLF10	0.0003
ELF2	RBPJ	0.0003
XBP1	ZFP462	0.0003
RERE	WHSC1	0.0003
POU5F1	TGIF1	0.0003
HNF1B	ZFP42	0.0003
ZC3H7A	TFEB	0.0003
CREB3	KLF6	0.0003
ID2	SIX1	0.0003
NR0B1	UTF1	0.0003
ZC3H7A	TET1	0.0003
KLF10	ZBTB10	0.0003
ZFP428	FOXH1	0.0003
TEAD4	GATA4	0.0003
ID2	KLF4	0.0003
L3MBTL3	KLF10	0.0003
PHB	NFXL1	0.0003
MSX2	KLF3	0.0003
DNMT3L	ID2	0.0003
TBX3	POU5F1	0.0003
HNF1B	HOPX	0.0003
ZBTB10	TFEB	0.0003
ZFP428	KLF2	0.0003
ZFP532	L3MBTL3	0.0003
ETV4	WHSC1	0.0003
NFXL1	TAX1BP3	0.0003
ZFHX3	TCF7L2	0.0003
FOXA2	KLF10	0.0003
ZFP57	ESRRB	0.0003
SOX2	SALL4	0.0003
ETV4	PURB	0.0003
KDM5B	NFIL3	0.0003
SATB2	AFF1	0.0003
SOX2	POU5F1	0.0003
KLF6	JARID2	0.0003
ID3	PURB	0.0003
KLF6	RBPJ	0.0003
HNRNPK	SMAD7	0.0003
NR0B1	SOX17	0.0003
DNMT3A	POU5F1	0.0003
ID1	CREB3L2	0.0003
KLF3	ZFP462	0.0003
CARHSP1	EPAS1	0.0003
HMGA1	ELF2	0.0003
MYBL2	ETS1	0.0003
RBPJ	TEAD4	0.0003
NFXL1	XBP1	0.0003
SNAI1	TRP53	0.0003
L3MBTL3	TFEB	0.0003
TAX1BP3	ERF	0.0003
SOX2	KLF10	0.00029
KLF3	CARHSP1	0.00029
TRP53	BHLHE40	0.00029
KLF2	BMYC	0.00029
TEAD4	ZFP462	0.00029
ZFP462	BMYC	0.00029
DDIT3	MSX2	0.00029
HMGA2	SMAD7	0.00029
ZBTB44	SATB2	0.00029
HMGA1	XBP1	0.00029
CREB3	SALL4	0.00029
HMGA2	TGIF1	0.00029
ZFP532	TET2	0.00029
BHLHE40	ZFP57	0.00029
KLF10	REST	0.00029
GATA6	EPAS1	0.00029
ZFHX3	PHB	0.00029
PHB	ZFP462	0.00029
HNRNPK	ZBTB10	0.00029
ZBTB44	HMGA2	0.00029
ZBTB44	ERF	0.00029
MSX2	BCL3	0.00029
ID3	ZFP42	0.00029
DDIT3	ELF2	0.00029
KLF6	MTF2	0.00029
ID2	HMGA2	0.00029
RUNX1	BHLHE40	0.00029
MYBL2	TFEB	0.00029
SOX7	JUN	0.00029
HOPX	SIX1	0.00029
CARHSP1	HNRNPK	0.00029
KLF3	FOXQ1	0.00029
ZFP710	SIX1	0.00029
RHOX6	ETV5	0.00029
ZBTB10	EGR1	0.00029
RERE	HOPX	0.00029
PHB	SOX7	0.00029
SIX1	MTF2	0.00029
WHSC1	ZBTB10	0.00029
SOX2	TAX1BP3	0.00029
TEAD4	KLF6	0.00029
CARHSP1	ID3	0.00029
ZFP296	SATB2	0.00029
ZBTB10	ELF2	0.00029
TET2	MTF2	0.00029
KLF3	TBX3	0.00029
KLF10	TCF15	0.00029
UTF1	GATA6	0.00029
ZBTB10	WHSC1	0.00029
ERF	CARHSP1	0.00029
EPAS1	PHB	0.00029
GATA6	REST	0.00029
SOX2	MSC	0.00029
ZBTB44	CREB3	0.00029
MTF2	EGR1	0.00029
HNF1B	MTF2	0.00029
TET1	ID1	0.00029
ZFP296	ZFP428	0.00029
SOX7	DDIT3	0.00029
PURB	KLF10	0.00029
PURB	ZFP462	0.00029
HNRNPK	ZC3H7A	0.00029
MSC	ELF2	0.00029
KLF6	ELF3	0.00029
ID1	PURB	0.00029
SOX17	DNMT3A	0.00029
HMGA2	ZFP296	0.00029
ELF2	ZBTB10	0.00029
CREB3	REST	0.00029
ELF2	PURB	0.00029
KLF3	NFIL3	0.00029
NFIL3	TET1	0.00029
MTF2	DNMT3A	0.00029
EGR1	BMYC	0.00028
MTF2	GATA4	0.00028
ZFP296	JUN	0.00028
BHLHE40	ETV5	0.00028
ZFP710	NFIL3	0.00028
ZC3H7A	ZFP57	0.00028
MYCN	GATA4	0.00028
WHSC1	HNRNPK	0.00028
ELF2	BMP2	0.00028
FOXQ1	KLF10	0.00028
ELF3	DNMT3A	0.00028
TCF7L2	TFEB	0.00028
KLF2	REST	0.00028
ZFP710	REST	0.00028
NFIL3	SMAD7	0.00028
L3MBTL3	TCF15	0.00028
CARHSP1	WHSC1	0.00028
L3MBTL3	AFF1	0.00028
TRP53	KLF10	0.00028
GATA6	HMGA1	0.00028
MSC	HNRNPK	0.00028
ETS1	ZC3H7A	0.00028
ID3	FOXH1	0.00028
MYBL2	JARID2	0.00028
SALL4	SOX17	0.00028
ETV5	MYCN	0.00028
DDIT3	ZFP57	0.00028
KLF4	BCL3	0.00028
HNF1B	TBX3	0.00028
PHB	L3MBTL3	0.00028
MSC	BMYC	0.00028
ZFP710	TBX3	0.00028
HNRNPK	ELF2	0.00028
ZFP710	KLF6	0.00028
SOX2	HNRNPK	0.00028
ELF2	MYBL2	0.00028
AFF1	FOXH1	0.00028
ERF	RERE	0.00028
UTF1	DDIT3	0.00028
KDM5B	ZFP462	0.00028
KDM5B	ZFHX3	0.00028
FOXA2	TCF7L2	0.00028
ID2	BCL3	0.00028
PEG3	ZFHX3	0.00028
POU5F1	ZFP57	0.00028
MYCN	TAX1BP3	0.00028
ELF2	SATB2	0.00028
PHB	KLF10	0.00028
KLF3	PARP1	0.00028
TRP53	ID3	0.00028
EPAS1	ZFP428	0.00028
ETV4	HMGA2	0.00028
ID2	XBP1	0.00028
MTF2	ZFHX3	0.00028
ZFP57	TRP53	0.00028
WHSC1	HOPX	0.00028
NFXL1	UTF1	0.00028
MSC	PARP1	0.00028
KLF2	SMAD7	0.00028
POU5F1	TCF7L2	0.00028
MTF2	PHB	0.00028
KLF3	DNMT3A	0.00028
DNMT3L	ZFP57	0.00028
PURB	ZC3H7A	0.00028
ZBTB10	SATB2	0.00028
TCF7L2	KLF3	0.00028
DNMT3L	WHSC1	0.00028
ETS1	SATB2	0.00028
BCL3	CREB3L2	0.00028
ZFP710	BMP2	0.00028
SOX7	TRP53	0.00028
REST	RERE	0.00028
ZFP462	TRP53	0.00028
ZFP42	RHOX6	0.00028
TEAD4	ERF	0.00028
CREB3	ERF	0.00028
ELF2	ZC3H7A	0.00028
FOXQ1	DNMT3L	0.00028
CREB3	TCF7L2	0.00028
ZFP42	ETS1	0.00028
PARP1	TEAD4	0.00027
EPAS1	RUNX1	0.00027
BMP2	ETS1	0.00027
ZFP428	TET1	0.00027
KLF6	TCF7L2	0.00027
CARHSP1	SNAI1	0.00027
ERF	KDM5B	0.00027
HOPX	ZFP296	0.00027
ZBTB44	RERE	0.00027
ZFP710	ZC3H7A	0.00027
SOX17	BCL3	0.00027
ELF3	TEAD4	0.00027
ZFP57	HMGA2	0.00027
ZFP57	L3MBTL3	0.00027
DNMT3B	CARHSP1	0.00027
RBPJ	CREB3	0.00027
KLF4	CREB3	0.00027
ZFP296	ZC3H7A	0.00027
DNMT3A	XBP1	0.00027
ZFP462	KLF2	0.00027
ID1	BMYC	0.00027
BMYC	ZFP428	0.00027
MTF2	NR0B1	0.00027
TGIF1	FOXH1	0.00027
CARHSP1	DNMT3A	0.00027
NFIL3	ZFP428	0.00027
SATB2	FOXH1	0.00027
MYBL2	FOXA2	0.00027
TEAD4	TFCP2L1	0.00027
SOX17	KDM5B	0.00027
GATA6	SATB2	0.00027
ID1	TBX3	0.00027
PHB	ETS1	0.00027
NFXL1	SOX17	0.00027
SOX2	TBX3	0.00027
KLF10	CREB3	0.00027
POU5F1	ERF	0.00027
DNMT3L	FOXA2	0.00027
HOPX	ZBTB44	0.00027
ETV4	ZFP42	0.00027
CREB3	ELF2	0.00027
HMGA2	CREB3L2	0.00027
EGR1	KLF3	0.00027
POU5F1	SOX17	0.00027
HMGA2	MSX2	0.00027
GATA4	TAX1BP3	0.00027
ZFP710	ELF2	0.00027
ELF3	PHB	0.00027
MYBL2	MSX2	0.00027
NFIL3	ZBTB10	0.00027
RERE	JARID2	0.00027
KLF4	CARHSP1	0.00027
DNMT3A	BCL3	0.00027
SIX1	TFCP2L1	0.00027
KLF2	ZC3H7A	0.00027
DDIT3	ZFP42	0.00027
ELF2	PHB	0.00027
HMGA1	BMP2	0.00027
MSC	KDM5B	0.00027
MTF2	KLF4	0.00027
KLF3	NFXL1	0.00027
SIX1	KLF10	0.00027
NR0B1	KDM5B	0.00027
PEG3	CARHSP1	0.00027
DNMT3B	KLF6	0.00027
TBX3	RBPJ	0.00027
NR0B1	TFEB	0.00027
TBX3	ZFP42	0.00027
DNMT3L	ERF	0.00027
ETS1	ZBTB10	0.00027
CREB3	KDM5B	0.00027
FOXA2	BCL3	0.00027
TEAD4	RUNX1	0.00027
ZFP462	FOXH1	0.00027
ERF	CREB3L2	0.00027
GATA6	WHSC1	0.00027
ZBTB10	CREB3L2	0.00027
GATA4	EPAS1	0.00027
MTF2	POU5F1	0.00027
CREB3L2	UTF1	0.00027
PHB	ERF	0.00027
KLF6	SOX7	0.00027
ZFP710	TET2	0.00027
PEG3	TRP53	0.00027
RERE	RUNX1	0.00027
ZFP42	XBP1	0.00027
PARP1	ELF2	0.00027
TET1	PARP1	0.00027
MSX2	TFEB	0.00027
ELF3	JUN	0.00027
NR0B1	PARP1	0.00027
GATA6	PURB	0.00027
TFCP2L1	KLF4	0.00027
GATA6	FOXH1	0.00027
FOXA2	KDM5B	0.00027
ZFP57	CREB3L2	0.00026
SOX2	ZFHX3	0.00026
ZBTB10	TBX3	0.00026
ZFP710	DNMT3A	0.00026
TFCP2L1	JUN	0.00026
EGR1	SMAD7	0.00026
ETV4	AFF1	0.00026
CREB3	SIX1	0.00026
KLF4	ZFP57	0.00026
SNAI1	MSX2	0.00026
SNAI1	RERE	0.00026
ESRRB	MYCN	0.00026
DNMT3A	HOPX	0.00026
UTF1	CREB3	0.00026
TCF7L2	ZFP428	0.00026
TEAD4	CREB3L2	0.00026
WHSC1	SATB2	0.00026
XBP1	SATB2	0.00026
KLF4	TCF7L2	0.00026
KLF6	L3MBTL3	0.00026
NFIL3	REST	0.00026
NFXL1	WHSC1	0.00026
TGIF1	HOPX	0.00026
KLF4	BMYC	0.00026
MSX2	HMGA2	0.00026
ZC3H7A	HOPX	0.00026
SOX2	EGR1	0.00026
HNRNPK	MYBL2	0.00026
NFIL3	HMGA2	0.00026
TEAD4	TFEB	0.00026
TEAD4	TAX1BP3	0.00026
ZFP57	TFEB	0.00026
UTF1	HNF1B	0.00026
EGR1	L3MBTL3	0.00026
HMGA2	RERE	0.00026
RUNX1	SMAD7	0.00026
NFIL3	ZFHX3	0.00026
SNAI1	HMGA2	0.00026
JUN	SOX2	0.00026
ID3	ERF	0.00026
TRP53	ZFHX3	0.00026
TCF15	HMGA1	0.00026
TBX3	ERF	0.00026
TET1	RHOX6	0.00026
ELF3	BHLHE40	0.00026
DNMT3L	ESRRB	0.00026
SMAD7	ZFP532	0.00026
RERE	PURB	0.00026
UTF1	KLF4	0.00026
ZFP57	SIX1	0.00026
ETS1	EGR1	0.00026
GATA6	KLF6	0.00026
ZBTB10	BMYC	0.00026
ETV4	TFCP2L1	0.00026
KLF10	SATB2	0.00026
KLF3	SATB2	0.00026
XBP1	HOPX	0.00026
ZFP57	BMYC	0.00026
NR0B1	KLF6	0.00026
HMGA1	PHB	0.00026
POU5F1	ELF2	0.00026
BHLHE40	KLF3	0.00026
FOXH1	ID2	0.00026
EPAS1	ZC3H7A	0.00026
L3MBTL3	RBPJ	0.00026
SALL4	EGR1	0.00026
PHB	TCF15	0.00026
SIX1	BMP2	0.00026
BCL3	JUN	0.00026
MYCN	ETV5	0.00026
ZFP57	BCL3	0.00026
RUNX1	DDIT3	0.00026
HNRNPK	ZBTB44	0.00026
SOX17	TBX3	0.00026
BMP2	MSC	0.00026
NR0B1	KLF4	0.00026
RERE	CARHSP1	0.00026
ETV4	MTF2	0.00026
BHLHE40	MSC	0.00026
TCF15	DNMT3L	0.00026
KLF3	SIX1	0.00026
SALL4	XBP1	0.00026
XBP1	SOX7	0.00026
SOX7	REST	0.00026
PHB	PURB	0.00026
GATA6	FOXQ1	0.00026
UTF1	SNAI1	0.00026
TET2	AFF1	0.00026
BCL3	ZFHX3	0.00025
CARHSP1	BHLHE40	0.00025
DDIT3	FOXH1	0.00025
TET1	SOX7	0.00025
ZC3H7A	WHSC1	0.00025
DNMT3B	HMGA1	0.00025
MTF2	KLF10	0.00025
EPAS1	TFEB	0.00025
POU4F2	GLI2	0.00025
ETS1	TGIF1	0.00025
KLF2	KLF3	0.00025
NR0B1	RHOX6	0.00025
EPAS1	ZFHX3	0.00025
ZBTB44	REST	0.00025
SOX7	ZFP462	0.00025
KDM5B	GATA4	0.00025
TET2	FOXH1	0.00025
KLF4	REST	0.00025
ID1	TCF7L2	0.00025
TBX3	XBP1	0.00025
EPAS1	KLF6	0.00025
KLF4	TRP53	0.00025
BMYC	ZFP296	0.00025
NFIL3	ZBTB44	0.00025
KDM5B	POU5F1	0.00025
MSC	KLF4	0.00025
ZFP532	BCL3	0.00025
TBX3	TFCP2L1	0.00025
ZC3H7A	BCL3	0.00025
TRP53	HNF1B	0.00025
PHB	PARP1	0.00025
KLF3	TCF7L2	0.00025
PEG3	TEAD4	0.00025
ETS1	ZFP42	0.00025
RERE	FOXA2	0.00025
POU5F1	KLF4	0.00025
ZFP710	POU5F1	0.00025
ZFP57	MYBL2	0.00025
NR0B1	ELF3	0.00025
ETV5	EPAS1	0.00025
TAX1BP3	BMP2	0.00025
TBX3	BHLHE40	0.00025
ETV4	KLF3	0.00025
EPAS1	DDIT3	0.00025
ZFP57	CREB3	0.00025
NR0B1	POU5F1	0.00025
MSC	DNMT3A	0.00025
SNAI1	SATB2	0.00025
MSC	SATB2	0.00025
ZFP462	ETV5	0.00025
CREB3L2	TBX3	0.00025
ZFP296	ETV4	0.00025
MSC	SOX17	0.00025
POU5F1	PURB	0.00025
TRP53	RHOX6	0.00025
ZFP462	MTF2	0.00025
KLF2	BCL3	0.00025
KLF3	CREB3L2	0.00025
ID3	BMYC	0.00025
ELF2	ESRRB	0.00025
CARHSP1	ZFP57	0.00025
ZFP462	SMAD7	0.00025
ZFP42	TCF15	0.00025
PARP1	JUN	0.00025
MYCN	KLF4	0.00025
SALL4	ZBTB10	0.00025
MSX2	KLF10	0.00025
FOXA2	BMYC	0.00025
ZC3H7A	PURB	0.00025
SOX2	GATA6	0.00025
BMYC	ZFP710	0.00025
SIX1	TBX3	0.00025
HMGA1	KLF4	0.00025
PEG3	SATB2	0.00025
KDM5B	ZFP57	0.00025
TRP53	SMAD7	0.00025
KLF10	HNRNPK	0.00025
RBPJ	UTF1	0.00025
ZC3H7A	SMAD7	0.00025
CREB3	PHB	0.00024
HNF1B	WHSC1	0.00024
GATA4	CARHSP1	0.00024
ZBTB10	ZC3H7A	0.00024
TCF15	CREB3L2	0.00024
KLF2	HOPX	0.00024
ZFP57	HNF1B	0.00024
KLF2	ZFP710	0.00024
TBX3	JUN	0.00024
EPAS1	XBP1	0.00024
WHSC1	BMYC	0.00024
EGR1	ZFP296	0.00024
KLF4	L3MBTL3	0.00024
MSC	FOXA2	0.00024
XBP1	PARP1	0.00024
SOX7	TFEB	0.00024
ERF	DNMT3B	0.00024
JARID2	SNAI1	0.00024
XBP1	HMGA1	0.00024
CREB3L2	TRP53	0.00024
PARP1	TCF15	0.00024
CREB3L2	SOX17	0.00024
DNMT3L	NFXL1	0.00024
ZFP296	TET2	0.00024
ZFP428	AFF1	0.00024
FOXA2	RUNX1	0.00024
POU5F1	TCF15	0.00024
PHB	XBP1	0.00024
ZBTB44	GATA4	0.00024
ZC3H7A	ETS1	0.00024
TEAD4	ESRRB	0.00024
MYBL2	SALL4	0.00024
SNAI1	ELF2	0.00024
ZFHX3	WHSC1	0.00024
ETS1	TET1	0.00024
DNMT3L	RUNX1	0.00024
DNMT3A	UTF1	0.00024
TEAD4	EGR1	0.00024
ZFHX3	JUN	0.00024
MSC	ERF	0.00024
ETV4	ERF	0.00024
BHLHE40	TGIF1	0.00024
SOX7	ELF3	0.00024
RERE	PARP1	0.00024
ZC3H7A	XBP1	0.00024
ZFP710	TEAD4	0.00024
GATA4	BHLHE40	0.00024
KLF10	ESRRB	0.00024
ID1	CARHSP1	0.00024
ELF2	SMAD7	0.00024
JARID2	DNMT3A	0.00024
ERF	CREB3	0.00024
NR0B1	L3MBTL3	0.00024
ELF2	TAX1BP3	0.00024
RUNX1	HNF1B	0.00024
RERE	ZBTB10	0.00024
RUNX1	KLF4	0.00024
ZFP532	FOXH1	0.00024
RUNX1	PEG3	0.00024
PURB	ZFP428	0.00024
TRP53	FOXH1	0.00024
JARID2	ETS1	0.00024
KLF2	BHLHE40	0.00024
L3MBTL3	ZFHX3	0.00024
ZFP57	RERE	0.00024
DNMT3B	DNMT3L	0.00024
ETS1	RERE	0.00024
HNRNPK	TET1	0.00024
WHSC1	ZFHX3	0.00024
KLF10	ETS1	0.00024
HNRNPK	ZFP296	0.00024
TGIF1	TET1	0.00024
RERE	HMGA1	0.00024
L3MBTL3	ESRRB	0.00024
HMGA2	ZFP428	0.00024
SNAI1	MTF2	0.00024
KLF6	TAX1BP3	0.00024
KLF2	FOXH1	0.00024
ETV4	PHB	0.00024
NFXL1	TFEB	0.00024
TET1	ZFHX3	0.00024
MYBL2	KLF4	0.00024
DNMT3B	RERE	0.00024
DNMT3L	SATB2	0.00024
MSC	GATA4	0.00024
ZFP57	ZFP42	0.00024
SOX7	KDM5B	0.00024
PEG3	TFCP2L1	0.00024
MSC	HMGA2	0.00024
PHB	RERE	0.00024
ERF	ID3	0.00024
BCL3	ELF2	0.00024
DNMT3L	ZC3H7A	0.00023
ETV4	TRP53	0.00023
FOXH1	PURB	0.00023
XBP1	DNMT3B	0.00023
SNAI1	TET1	0.00023
MYCN	KDM5B	0.00023
NR0B1	ID3	0.00023
WHSC1	ZFP296	0.00023
L3MBTL3	ZFP462	0.00023
